Risk ID,Technology,Context,Risk Title,Risk Category,Risk Description,Potential Impact
BR-AIML-011,AIML,"AI/ML inference processing",High Inference Latency,Performance,"Complex AI/ML models with large parameter counts or inefficient architectures may exhibit high inference latency, causing slow response times that degrade user experience and limit real-time application viability.","High latency can result in poor user experience, customer dissatisfaction, abandoned transactions, lost revenue opportunities, competitive disadvantage, and inability to meet service level agreements (SLAs). Organizations may lose customers to faster competitors and face contractual penalties."
BR-AIML-012,AIML,"AI/ML model training processes",Extended Training Time and Resource Consumption,Performance,"Large-scale models or inefficient training algorithms can require excessive computational resources and extended training periods, increasing costs, delaying model deployment, and limiting iteration speed for model improvements.","Extended training times can delay time-to-market, increase cloud computing costs significantly, reduce competitive agility, limit experimentation capacity, and prevent rapid response to changing business requirements. Organizations may face budget overruns and missed market opportunities."
BR-AIML-013,AIML,"AI/ML inference serving infrastructure",Insufficient Throughput Capacity,Performance,"ML inference infrastructure may lack sufficient throughput to handle peak request volumes, causing request queuing, timeout errors, service degradation, and inability to meet business demand during high-traffic periods.","Throughput limitations can cause service outages, lost transactions, revenue loss, customer frustration, SLA violations, contractual penalties, and competitive disadvantage. Organizations may experience significant financial impact during peak business periods and face customer churn."
BR-AIML-014,AIML,"AI/ML model optimization and deployment",Inefficient Model Architecture,Performance,"Poorly designed model architectures with unnecessary complexity, redundant layers, or inefficient operations can waste computational resources, increase inference costs, and limit deployment scalability without providing accuracy benefits.","Inefficient architectures can result in excessive cloud costs, poor resource utilization, limited scalability, increased carbon footprint, budget overruns, and inability to deploy models on edge devices or resource-constrained environments. Organizations may face unsustainable operational costs."
BR-AIML-015,AIML,"AI/ML batch processing and data pipelines",Data Pipeline Bottlenecks,Performance,"Inefficient data preprocessing, feature engineering, or ETL processes can create bottlenecks in ML pipelines, slowing model training, delaying inference, and limiting overall system throughput and responsiveness.","Pipeline bottlenecks can delay model updates, prevent real-time analytics, reduce business agility, increase operational costs, cause stale predictions, and limit the organization's ability to respond to changing market conditions. Critical business decisions may be based on outdated information."
BR-AIML-016,AIML,"AI/ML memory and resource management",Memory Exhaustion and Resource Leaks,Performance,"ML models with large memory footprints or applications with memory leaks can exhaust available RAM, causing out-of-memory errors, system crashes, service interruptions, and degraded performance for concurrent workloads.","Memory issues can cause service outages, data loss, failed transactions, customer impact, emergency maintenance, increased infrastructure costs, and potential data corruption. Organizations may face SLA violations, customer compensation, and reputational damage from service instability."
BR-AIML-017,AIML,"AI/ML GPU and accelerator utilization",Poor GPU Utilization and Resource Waste,Performance,"Inefficient code, suboptimal batch sizes, or poor parallelization can result in low GPU utilization rates, wasting expensive computational resources and increasing per-inference costs without performance benefits.","Poor GPU utilization can result in excessive cloud costs, budget overruns, reduced ROI on infrastructure investments, limited capacity for additional workloads, and competitive disadvantage. Organizations may pay for underutilized resources while experiencing capacity constraints."
BR-AIML-018,AIML,"AI/ML model caching and optimization",Inadequate Caching Strategy,Performance,"Lack of effective caching for frequently requested predictions, intermediate results, or preprocessed data can cause redundant computations, increased latency, higher costs, and unnecessary load on inference infrastructure.","Poor caching can result in degraded performance, increased infrastructure costs, reduced throughput, poor user experience, and inefficient resource utilization. Organizations may face higher operational expenses and customer dissatisfaction due to slow response times."
BR-AIML-019,AIML,"AI/ML distributed training and inference",Network Bandwidth Limitations,Performance,"Distributed ML systems may face network bandwidth constraints when transferring large models, training data, or gradients between nodes, causing communication bottlenecks that limit scalability and training efficiency.","Network limitations can slow distributed training, increase training costs, limit model size, prevent efficient scaling, delay model deployment, and reduce competitive agility. Organizations may be unable to train state-of-the-art models or meet business timelines."
BR-AIML-020,AIML,"AI/ML real-time inference systems",Cold Start Latency,Performance,"Serverless or containerized ML inference systems may experience significant cold start delays when initializing models, loading dependencies, or allocating resources, causing unacceptable latency for initial requests.","Cold start delays can degrade user experience, cause timeout errors, result in failed transactions, reduce customer satisfaction, and make real-time applications infeasible. Organizations may face customer churn and inability to compete in latency-sensitive markets."
BR-AIML-021,AIML,"AI/ML horizontal scaling infrastructure",Limited Horizontal Scaling Capability,Scalability,"ML inference systems may face challenges scaling horizontally due to stateful operations, model synchronization requirements, or architectural constraints, limiting ability to handle increased load through additional instances.","Scaling limitations can prevent handling traffic growth, cause service degradation during peak periods, limit business expansion, result in lost revenue opportunities, and create single points of failure. Organizations may be unable to meet growing customer demand."
BR-AIML-022,AIML,"AI/ML vertical scaling and resource allocation",Vertical Scaling Constraints,Scalability,"Large ML models may require vertical scaling beyond available hardware limits, hitting memory, GPU, or CPU constraints that prevent model deployment or force expensive infrastructure upgrades with limited headroom.","Vertical scaling limits can prevent deploying advanced models, force costly infrastructure investments, limit model complexity, reduce competitive capabilities, and create hard capacity ceilings. Organizations may be unable to leverage state-of-the-art AI capabilities."
BR-AIML-023,AIML,"AI/ML auto-scaling and elasticity",Ineffective Auto-Scaling Configuration,Scalability,"Poorly configured auto-scaling policies may scale too slowly during traffic spikes or too aggressively during normal operations, causing either service degradation or unnecessary costs from over-provisioning.","Auto-scaling issues can result in service outages during traffic spikes, excessive cloud costs from over-provisioning, poor resource utilization, budget overruns, and inability to maintain consistent performance. Organizations may face both availability and cost challenges."
BR-AIML-024,AIML,"AI/ML distributed training systems",Training Scalability Bottlenecks,Scalability,"Distributed training may not scale linearly with additional compute resources due to communication overhead, synchronization delays, or algorithmic limitations, reducing efficiency and increasing costs at scale.","Training scalability issues can increase model development time, raise training costs, limit model complexity, reduce experimentation velocity, and prevent leveraging large-scale infrastructure investments. Organizations may face competitive disadvantages in AI capabilities."
BR-AIML-025,AIML,"AI/ML data storage and retrieval",Data Storage Scalability Limitations,Scalability,"Growing training datasets, model versions, and inference logs may exceed storage capacity, performance limits, or cost budgets, requiring expensive migrations, data pruning, or architectural changes.","Storage limitations can prevent model improvements, force data deletion, increase costs significantly, limit audit capabilities, cause compliance issues, and require disruptive migrations. Organizations may lose valuable historical data and face regulatory challenges."
BR-AIML-026,AIML,"AI/ML feature store and data pipelines",Feature Store Scalability Constraints,Scalability,"Feature stores may struggle to scale with increasing feature counts, request volumes, or data freshness requirements, causing performance degradation, increased latency, or inability to support real-time use cases.","Feature store limitations can degrade model performance, increase inference latency, prevent real-time applications, limit feature engineering capabilities, and reduce model accuracy. Organizations may be unable to leverage advanced features or support growing business needs."
BR-AIML-027,AIML,"AI/ML multi-tenancy and resource isolation",Multi-Tenant Scalability Challenges,Scalability,"ML platforms serving multiple tenants or use cases may face resource contention, noisy neighbor problems, or isolation challenges that limit scalability and cause performance interference between workloads.","Multi-tenancy issues can cause unpredictable performance, SLA violations, customer dissatisfaction, security concerns, and operational complexity. Organizations may face customer churn, contractual penalties, and increased support costs from performance variability."
BR-AIML-028,AIML,"AI/ML model versioning and deployment",Model Version Proliferation,Scalability,"Rapid model iteration and multiple concurrent versions can create management complexity, storage challenges, and deployment overhead that limits scalability and increases operational burden.","Version proliferation can increase storage costs, complicate rollback procedures, create confusion, cause deployment errors, and make governance difficult. Organizations may face operational inefficiency, increased error rates, and compliance challenges."
BR-AIML-029,AIML,"AI/ML edge deployment and distributed inference",Edge Deployment Scalability Limitations,Scalability,"Deploying ML models to edge devices or distributed locations may face challenges with model distribution, version synchronization, resource constraints, and management overhead at scale.","Edge scalability issues can limit IoT applications, prevent real-time processing, increase operational complexity, cause version inconsistencies, and create security vulnerabilities. Organizations may be unable to support distributed use cases or maintain consistent model behavior."
BR-AIML-030,AIML,"AI/ML batch processing and scheduling",Batch Processing Scalability Constraints,Scalability,"Batch inference or training jobs may not scale efficiently with data volume increases, causing processing delays, missed SLAs, or inability to complete jobs within required time windows.","Batch scalability issues can delay business insights, prevent timely decision-making, cause SLA violations, increase costs, and limit data processing capabilities. Organizations may be unable to process growing data volumes or meet business timelines."
BR-AIML-031,AIML,"AI/ML inference service availability",Model Serving Infrastructure Failures,Reliability,"ML inference infrastructure may experience hardware failures, software crashes, or resource exhaustion that cause service outages, prediction failures, and business disruption without adequate redundancy and failover mechanisms.","Infrastructure failures can cause complete service outages, lost revenue, customer dissatisfaction, SLA violations, contractual penalties, and reputational damage. Organizations may face significant financial losses and customer churn during extended outages."
BR-AIML-032,AIML,"AI/ML model deployment and updates",Failed Model Deployments,Reliability,"Model deployment processes may fail due to configuration errors, dependency conflicts, resource constraints, or compatibility issues, causing service disruptions, rollback requirements, and delayed feature releases.","Deployment failures can cause service outages, delayed business value, increased operational costs, emergency rollbacks, customer impact, and reduced confidence in ML systems. Organizations may face extended downtime and inability to deliver planned improvements."
BR-AIML-033,AIML,"AI/ML disaster recovery and backup",Inadequate Disaster Recovery Planning,Reliability,"Lack of comprehensive disaster recovery plans, backup strategies, or tested recovery procedures for ML systems can result in extended outages, data loss, and inability to restore services after catastrophic failures.","Inadequate DR can result in prolonged outages, permanent data loss, inability to meet recovery time objectives (RTO), regulatory violations, business continuity failures, and potential business closure. Organizations may face existential threats from major incidents."
BR-AIML-034,AIML,"AI/ML high availability architecture",Single Points of Failure,Reliability,"ML architectures with single points of failure in critical components (model servers, feature stores, databases) can experience complete service outages when those components fail, lacking redundancy and failover capabilities.","Single points of failure can cause complete service outages, data loss, business disruption, revenue loss, SLA violations, and customer impact. Organizations may face significant financial consequences and reputational damage from preventable outages."
BR-AIML-035,AIML,"AI/ML model monitoring and alerting",Insufficient Monitoring and Alerting,Reliability,"Inadequate monitoring of model performance, system health, or error rates can prevent early detection of issues, delay incident response, and allow problems to escalate before intervention.","Poor monitoring can result in undetected failures, prolonged outages, degraded user experience, data quality issues, missed SLA targets, and increased incident severity. Organizations may face extended recovery times and greater business impact from delayed detection."
BR-AIML-036,AIML,"AI/ML dependency management",External Dependency Failures,Reliability,"ML systems depending on external services (APIs, data sources, cloud services) may experience failures when those dependencies become unavailable, causing cascading failures and service disruptions.","Dependency failures can cause service outages, prediction failures, data pipeline breaks, business disruption, and inability to meet customer commitments. Organizations may face financial losses, SLA violations, and lack of control over service reliability."
BR-AIML-037,AIML,"AI/ML model retraining and updates",Model Staleness and Drift,Reliability,"ML models may degrade over time as data distributions change, causing prediction accuracy to decline without regular retraining, monitoring, and updates to maintain performance and reliability.","Model drift can cause incorrect predictions, poor business decisions, customer dissatisfaction, financial losses, competitive disadvantage, and erosion of trust in AI systems. Organizations may make costly decisions based on unreliable predictions."
BR-AIML-038,AIML,"AI/ML error handling and recovery",Inadequate Error Handling,Reliability,"ML systems lacking robust error handling, graceful degradation, or fallback mechanisms may crash, return errors, or behave unpredictably when encountering unexpected inputs or edge cases.","Poor error handling can cause service crashes, user-facing errors, data loss, security vulnerabilities, and poor user experience. Organizations may face customer dissatisfaction, increased support costs, and reputational damage from system instability."
BR-AIML-039,AIML,"AI/ML capacity planning and resource management",Insufficient Capacity Planning,Reliability,"Inadequate capacity planning for ML workloads can result in resource exhaustion during peak periods, causing service degradation, failed requests, and inability to meet business demand.","Capacity issues can cause service outages, lost revenue, customer frustration, SLA violations, emergency scaling costs, and competitive disadvantage. Organizations may face significant financial impact during critical business periods."
BR-AIML-040,AIML,"AI/ML incident response and recovery",Slow Incident Response and Recovery,Reliability,"Lack of defined incident response procedures, runbooks, or trained personnel can result in slow detection, diagnosis, and resolution of ML system incidents, prolonging outages and increasing business impact.","Slow incident response can extend outages, increase financial losses, worsen customer impact, cause SLA violations, and damage reputation. Organizations may face escalating costs and consequences from prolonged incidents that could have been resolved quickly."
BR-AIML-041,AIML,"AI/ML training data quality and validation",Training Data Corruption,Data Integrity,"Training data may become corrupted through storage failures, transmission errors, or processing bugs, resulting in models trained on invalid data that produce incorrect predictions and unreliable outputs.","Data corruption can result in inaccurate models, incorrect business decisions, financial losses, customer harm, regulatory violations, and need for complete model retraining. Organizations may face significant costs and delays to identify and remediate corrupted data."
BR-AIML-042,AIML,"AI/ML data preprocessing and feature engineering",Data Preprocessing Errors,Data Integrity,"Bugs in data preprocessing, feature engineering, or transformation pipelines can introduce systematic errors, incorrect feature values, or data inconsistencies that compromise model accuracy and reliability.","Preprocessing errors can cause model inaccuracy, incorrect predictions, failed business processes, financial losses, and need for pipeline remediation and model retraining. Organizations may make costly decisions based on flawed data transformations."
BR-AIML-043,AIML,"AI/ML data versioning and lineage",Lack of Data Versioning and Lineage,Data Integrity,"Absence of data versioning, lineage tracking, or provenance information can prevent reproducing model results, debugging issues, or understanding data transformations, compromising data integrity and auditability.","Poor data lineage can prevent root cause analysis, make debugging impossible, cause compliance violations, prevent model reproduction, and create audit failures. Organizations may be unable to explain model decisions or meet regulatory requirements."
BR-AIML-044,AIML,"AI/ML data validation and quality checks",Insufficient Data Validation,Data Integrity,"Lack of comprehensive data validation, quality checks, or schema enforcement can allow invalid, malformed, or inconsistent data to enter ML pipelines, compromising model training and inference quality.","Insufficient validation can result in model training failures, incorrect predictions, data quality issues, business process failures, and need for extensive data cleanup. Organizations may face operational disruption and costly remediation efforts."
BR-AIML-045,AIML,"AI/ML feature store and data consistency",Training-Serving Skew,Data Integrity,"Inconsistencies between training and serving data pipelines, feature calculations, or data transformations can cause training-serving skew, resulting in models that perform well in training but poorly in production.","Training-serving skew can cause poor production performance, incorrect predictions, customer dissatisfaction, financial losses, and need for pipeline redesign. Organizations may deploy models that fail to deliver expected business value."
BR-AIML-046,AIML,"AI/ML data backup and recovery",Inadequate Data Backup Procedures,Data Integrity,"Lack of regular backups, backup validation, or tested recovery procedures for training data, models, and configurations can result in permanent data loss and inability to recover from failures.","Data loss can require complete retraining, cause business disruption, result in lost intellectual property, prevent model recovery, and create compliance violations. Organizations may lose months of work and face significant financial and operational consequences."
BR-AIML-047,AIML,"AI/ML data synchronization and replication",Data Synchronization Failures,Data Integrity,"Failures in data synchronization or replication between systems can cause data inconsistencies, stale data, or missing records that compromise model accuracy and business decision quality.","Synchronization failures can cause incorrect predictions, inconsistent results, business process failures, customer impact, and operational confusion. Organizations may make decisions based on incomplete or outdated information."
BR-AIML-048,AIML,"AI/ML data retention and archival",Improper Data Retention Policies,Data Integrity,"Inadequate data retention policies may result in premature deletion of valuable training data or excessive retention of sensitive data, causing either loss of model improvement opportunities or compliance violations.","Poor retention policies can prevent model improvements, cause compliance violations, increase storage costs, create legal liability, and limit historical analysis capabilities. Organizations may face regulatory penalties or inability to leverage historical data."
BR-AIML-049,AIML,"AI/ML data schema and format changes",Breaking Schema Changes,Data Integrity,"Uncoordinated changes to data schemas, formats, or structures can break ML pipelines, cause data parsing errors, or introduce incompatibilities that disrupt model training and inference.","Schema changes can cause pipeline failures, service outages, data loss, model retraining requirements, and business disruption. Organizations may face extended downtime and need for emergency fixes to restore functionality."
BR-AIML-050,AIML,"AI/ML data deduplication and cleaning",Duplicate and Inconsistent Data,Data Integrity,"Presence of duplicate records, inconsistent values, or conflicting data can bias model training, reduce accuracy, and cause unpredictable behavior without proper data cleaning and deduplication processes.","Data quality issues can reduce model accuracy, cause biased predictions, result in poor business decisions, and require extensive data cleaning efforts. Organizations may deploy unreliable models that fail to meet business objectives."
BR-AIML-051,AIML,"AI/ML CI/CD pipeline configuration",Insecure CI/CD Pipeline Configuration,DevOps/Deployment,"ML CI/CD pipelines with inadequate security controls, exposed credentials, or insufficient access restrictions can be compromised, allowing unauthorized code injection, model tampering, or data exfiltration.","Pipeline compromise can result in malicious model deployment, data breaches, supply chain attacks, service disruption, and complete system compromise. Organizations may face security incidents, regulatory violations, and significant remediation costs."
BR-AIML-052,AIML,"AI/ML model deployment automation",Deployment Automation Failures,DevOps/Deployment,"Bugs in deployment automation, insufficient testing, or lack of validation can cause failed deployments, incorrect model versions, or misconfigured services that disrupt production systems.","Automation failures can cause service outages, incorrect model behavior, customer impact, emergency rollbacks, and loss of confidence in deployment processes. Organizations may face extended downtime and need for manual intervention."
BR-AIML-053,AIML,"AI/ML infrastructure as code",Infrastructure Misconfiguration,DevOps/Deployment,"Errors in infrastructure-as-code templates, configuration management, or environment setup can create security vulnerabilities, performance issues, or service failures in ML infrastructure.","Misconfigurations can cause security breaches, service outages, performance degradation, compliance violations, and operational instability. Organizations may face security incidents, regulatory penalties, and costly remediation efforts."
BR-AIML-054,AIML,"AI/ML container and orchestration security",Container Security Vulnerabilities,DevOps/Deployment,"ML containers with vulnerable base images, excessive privileges, or insecure configurations can be exploited to compromise models, access sensitive data, or gain unauthorized system access.","Container vulnerabilities can enable system compromise, data breaches, lateral movement, privilege escalation, and complete infrastructure takeover. Organizations may face security incidents, data loss, and significant remediation costs."
BR-AIML-055,AIML,"AI/ML environment consistency",Environment Drift and Inconsistency,DevOps/Deployment,"Differences between development, staging, and production environments can cause models to behave differently across environments, leading to unexpected failures or performance issues in production.","Environment inconsistency can cause production failures, debugging difficulties, deployment delays, and unreliable testing. Organizations may deploy models that fail in production despite passing development tests."
BR-AIML-056,AIML,"AI/ML rollback and recovery procedures",Inadequate Rollback Mechanisms,DevOps/Deployment,"Lack of automated rollback capabilities, version control, or tested recovery procedures can prevent quick recovery from failed deployments, prolonging outages and customer impact.","Poor rollback capabilities can extend outages, increase customer impact, cause data loss, and require manual intervention. Organizations may face prolonged service disruptions and inability to quickly recover from deployment failures."
BR-AIML-057,AIML,"AI/ML deployment testing and validation",Insufficient Pre-Deployment Testing,DevOps/Deployment,"Inadequate testing of model deployments, including integration testing, performance testing, and validation, can allow defects to reach production, causing service failures and customer impact.","Insufficient testing can result in production failures, incorrect predictions, customer dissatisfaction, emergency fixes, and reputational damage. Organizations may deploy broken models that require immediate rollback and remediation."
BR-AIML-058,AIML,"AI/ML blue-green and canary deployments",Failed Progressive Deployment Strategies,DevOps/Deployment,"Errors in blue-green or canary deployment implementations can cause traffic routing issues, incomplete rollouts, or inability to detect problems before full deployment, increasing risk.","Deployment strategy failures can cause partial outages, inconsistent user experiences, failed rollbacks, and widespread customer impact. Organizations may lose the safety benefits of progressive deployment and face larger incidents."
BR-AIML-059,AIML,"AI/ML secrets management in deployment",Secrets Exposure in Deployment Pipelines,DevOps/Deployment,"Deployment pipelines may expose secrets, API keys, or credentials through logs, environment variables, or configuration files, creating security vulnerabilities and unauthorized access risks.","Secrets exposure can enable unauthorized access, data breaches, system compromise, compliance violations, and financial fraud. Organizations may face security incidents, regulatory penalties, and need for emergency credential rotation."
BR-AIML-060,AIML,"AI/ML deployment documentation and runbooks",Inadequate Deployment Documentation,DevOps/Deployment,"Lack of comprehensive deployment documentation, runbooks, or operational procedures can cause deployment errors, slow incident response, and knowledge gaps that increase operational risk.","Poor documentation can cause deployment failures, extended outages, knowledge silos, training difficulties, and operational inefficiency. Organizations may face increased error rates and inability to maintain consistent deployment quality."
BR-AIML-061,AIML,"AI/ML systems processing personal data",GDPR Non-Compliance,Compliance,"ML systems processing EU personal data may violate GDPR requirements for data minimization, purpose limitation, consent, right to explanation, or data subject rights, resulting in regulatory violations.","GDPR violations can result in fines up to €20 million or 4% of global annual revenue (whichever is higher), mandatory breach notifications, regulatory investigations, legal action, reputational damage, and operational restrictions. Organizations may face business disruption and loss of EU market access."
BR-AIML-062,AIML,"AI/ML systems in healthcare applications",HIPAA Non-Compliance,Compliance,"ML systems handling protected health information (PHI) may violate HIPAA requirements for data security, access controls, audit logging, or business associate agreements, creating regulatory and legal risks.","HIPAA violations can result in fines up to $1.5 million per violation category per year, criminal penalties, mandatory corrective action plans, regulatory audits, legal liability, and loss of healthcare contracts. Organizations may face business closure in severe cases."
BR-AIML-063,AIML,"AI/ML systems processing California resident data",CCPA/CPRA Non-Compliance,Compliance,"ML systems processing California resident data may violate CCPA/CPRA requirements for data transparency, consumer rights, opt-out mechanisms, or data sale restrictions, resulting in regulatory penalties.","CCPA violations can result in fines up to $7,500 per intentional violation, private right of action for data breaches ($100-$750 per consumer per incident), class action lawsuits, regulatory investigations, and reputational damage. Organizations may face significant financial exposure."
BR-AIML-064,AIML,"AI/ML systems in financial services",Financial Regulatory Non-Compliance,Compliance,"ML systems in financial services may violate regulations like SOX, GLBA, or industry-specific requirements for model governance, explainability, fairness, or risk management, creating regulatory and legal risks.","Financial regulatory violations can result in substantial fines, regulatory sanctions, license revocation, mandatory remediation, increased oversight, legal liability, and reputational damage. Organizations may lose ability to operate in regulated markets."
BR-AIML-065,AIML,"AI/ML model explainability and transparency",Lack of Model Explainability,Compliance,"Complex ML models lacking explainability or interpretability may violate regulatory requirements for algorithmic transparency, right to explanation, or fair lending laws, creating compliance risks.","Explainability failures can result in regulatory violations, discrimination claims, legal liability, inability to use models in regulated contexts, and reputational damage. Organizations may be unable to deploy AI in critical business areas."
BR-AIML-066,AIML,"AI/ML audit logging and compliance reporting",Insufficient Audit Trails,Compliance,"Inadequate audit logging of model decisions, data access, or system changes can prevent compliance demonstration, regulatory reporting, or investigation of incidents, violating audit requirements.","Poor audit trails can result in compliance failures, regulatory penalties, inability to investigate incidents, failed audits, and legal liability. Organizations may be unable to demonstrate compliance or defend against regulatory actions."
BR-AIML-067,AIML,"AI/ML data residency and sovereignty",Data Residency Violations,Compliance,"ML systems may violate data residency or sovereignty requirements by storing or processing data outside permitted jurisdictions, creating regulatory violations and legal risks.","Data residency violations can result in regulatory fines, contract breaches, loss of business, mandatory data migration, legal action, and inability to operate in certain markets. Organizations may face significant operational disruption and financial penalties."
BR-AIML-068,AIML,"AI/ML algorithmic bias and fairness",Discriminatory Model Outcomes,Compliance,"ML models may produce biased or discriminatory outcomes based on protected characteristics, violating anti-discrimination laws, fair lending regulations, or equal opportunity requirements.","Discriminatory outcomes can result in legal action, regulatory investigations, substantial fines, mandatory remediation, reputational damage, and loss of customer trust. Organizations may face class action lawsuits and regulatory sanctions."
BR-AIML-069,AIML,"AI/ML data retention and deletion",Data Retention Policy Violations,Compliance,"Failure to implement proper data retention, deletion, or right-to-be-forgotten capabilities can violate privacy regulations, creating compliance risks and legal liability.","Retention violations can result in regulatory fines, legal action, mandatory corrective actions, and reputational damage. Organizations may face penalties for retaining data beyond permitted periods or failing to honor deletion requests."
BR-AIML-070,AIML,"AI/ML third-party data processing",Third-Party Processor Non-Compliance,Compliance,"Use of third-party ML services or cloud providers may violate data processing agreements, regulatory requirements, or contractual obligations if proper due diligence and agreements are not in place.","Third-party compliance failures can result in regulatory violations, contract breaches, data breaches, legal liability, and loss of control over data. Organizations may face penalties for third-party actions and need to terminate valuable partnerships."
BR-AIML-071,AIML,"AI/ML inference service uptime",Service Downtime and Unavailability,Availability,"ML inference services may experience downtime due to infrastructure failures, deployment issues, or resource exhaustion, causing service unavailability and business disruption.","Service downtime can result in lost revenue, customer dissatisfaction, SLA violations, contractual penalties, competitive disadvantage, and reputational damage. Organizations may lose customers and face financial consequences during outages."
BR-AIML-072,AIML,"AI/ML resource contention and throttling",Resource Contention and Throttling,Availability,"Competition for limited computational resources (GPU, CPU, memory) can cause request throttling, increased latency, or service degradation during peak usage periods.","Resource contention can cause poor user experience, failed requests, customer frustration, and inability to meet demand. Organizations may lose business opportunities and face customer churn during peak periods."
BR-AIML-073,AIML,"AI/ML dependency service availability",External Service Dependencies,Availability,"ML systems depending on external services (cloud APIs, data sources, third-party models) may experience availability issues when those services are unavailable or degraded.","Dependency failures can cause service outages, prediction failures, and business disruption. Organizations may lack control over availability and face customer impact from third-party issues."
