Risk ID,Risk Description,Potential Impact,Tech Stack,Category of Risks
INT-SEC-024,"Business logic flaws in the integration workflow that can be manipulated for financial gain or to bypass controls (e.g., reusing a discount code).","Financial loss, fraud, reputational damage.",Architecture - Integration,Security & Vulnerability Risks
INT-SEC-025,"XML External Entity (XXE) injection in services that parse XML, allowing attackers to access local files or internal network resources.","Data exfiltration, server-side request forgery (SSRF), denial of service.",Architecture - Integration,Security & Vulnerability Risks
AIP-001,"Synchronous communication patterns for long-running integration tasks lead to thread exhaustion and service timeouts under moderate load.","Service unavailability, cascading failures across dependent systems, poor user experience due to high latency.",Architecture - Integration,Performance & Scalability Risks
AIP-002,"Lack of a scalable event-driven architecture for real-time data synchronization results in data processing backlogs and stale information.","Inconsistent data across enterprise systems, flawed business intelligence and reporting, operational inefficiencies.",Architecture - Integration,Performance & Scalability Risks
AIP-003,"Inefficient data transformation logic within integration middleware (ETL/ELT) causes significant processing delays and high CPU utilization.","Batch window overruns, increased infrastructure costs, delayed availability of critical business data.",Architecture - Integration,Performance & Scalability Risks
AIP-004,"Absence of a circuit breaker pattern in inter-service communication allows failures in a downstream service to cascade, causing widespread outages.","System-wide instability, prolonged recovery times, significant disruption to business operations.",Architecture - Integration,Performance & Scalability Risks
AIP-005,"Using verbose data formats like XML for high-volume, low-latency integrations instead of efficient formats like Protobuf or Avro.","Increased network bandwidth consumption and costs, higher serialization/deserialization overhead, slower response times.",Architecture - Integration,Performance & Scalability Risks
AIP-006,"Poorly configured or non-existent connection pooling for databases and other backend resources leads to resource exhaustion.","Application crashes, inability to handle concurrent user requests, database performance degradation.",Architecture - Integration,Performance & Scalability Risks
AIP-007,"Integration points lack pagination, attempting to fetch and process excessively large datasets in a single request.","Out-of-memory errors on server and client, network timeouts, extreme latency for end-users.",Architecture - Integration,Performance & Scalability Risks
AIP-008,"Centralized integration hub (e.g., monolithic ESB) becomes a single point of failure and a performance bottleneck for the entire enterprise.","Complete halt of inter-system communication if the hub fails, inability to scale individual integration flows independently.",Architecture - Integration,Performance & Scalability Risks
AIP-009,"Auto-scaling policies for integration components are too slow to react to sudden traffic spikes, leading to request throttling and errors.","Service degradation or unavailability during peak business hours, loss of transactions, negative customer impact.",Architecture - Integration,Performance & Scalability Risks
AIP-010,"Lack of distributed caching for frequently accessed, static data results in redundant calls to backend systems.","Unnecessary load on databases and legacy systems, increased latency for API responses, higher operational costs.",Architecture - Integration,Performance & Scalability Risks
AIP-011,"Chatty integration patterns where a single business process requires a long chain of synchronous calls between multiple services.","Exponentially increased response time, high coupling between services, difficulty in troubleshooting performance issues.",Architecture - Integration,Performance & Scalability Risks
AIP-012,"Inefficient message queuing strategy, such as using a single queue for all message types, creates head-of-line blocking.","High-priority messages are delayed by low-priority ones, processing bottlenecks, uneven system throughput.",Architecture - Integration,Performance & Scalability Risks
AIP-013,"Failure to implement idempotent message processing in asynchronous integrations leads to data duplication upon retries.","Data corruption, incorrect financial calculations, compliance violations due to duplicated records.",Architecture - Integration,Performance & Scalability Risks
AIP-014,"Geographic latency due to deploying integrated services in data centers far from their consumers or each other.","Noticeably slow performance for international users, increased data transfer costs, challenges with data residency compliance.",Architecture - Integration,Performance & Scalability Risks
AIP-015,"Lack of load balancing or use of a basic round-robin strategy for stateful services, leading to session data loss and errors.","Failed user sessions, inconsistent application behavior, poor distribution of load across available resources.",Architecture - Integration,Performance & Scalability Risks
AIP-016,"The N+1 query problem within an integration service, where one incoming request triggers numerous unnecessary backend calls.","Severe performance degradation, database server overload, slow API response times.",Architecture - Integration,Performance & Scalability Risks
AIP-017,"Inadequate monitoring and tracing across distributed integration points makes it impossible to identify performance bottlenecks.","Increased Mean Time to Resolution (MTTR) for performance incidents, inability to proactively optimize the system.",Architecture - Integration,Performance & Scalability Risks
AIP-018,"Using heavyweight protocols (e.g., SOAP) for internal, high-performance microservice communication where lightweight options (gRPC) are more suitable.","Increased CPU and memory usage, higher network overhead, reduced overall system throughput.",Architecture - Integration,Performance & Scalability Risks
AIP-019,"Data skew in distributed data processing jobs (e.g., Spark) where one partition contains a disproportionate amount of data.","Straggler tasks that slow down the entire job, inefficient resource utilization, potential for job failures.",Architecture - Integration,Performance & Scalability Risks
AIP-020,"Hardcoded timeouts and retry logic in integration clients that are not adaptable to network conditions or service health.","Premature request failures, retry storms that exacerbate an outage, inability to gracefully handle transient faults.",Architecture - Integration,Performance & Scalability Risks
AIP-021,"Lack of a Content Delivery Network (CDN) for caching API responses that are static or change infrequently.","Higher latency for global users, increased load on origin servers, higher data egress costs.",Architecture - Integration,Performance & Scalability Risks
AIP-022,"Stateful services in an integration architecture that are difficult to scale horizontally, creating a scaling bottleneck.","Inability to handle increased load by adding more instances, complex and costly vertical scaling, single point of failure.",Architecture - Integration,Performance & Scalability Risks
AIP-023,"Inefficient database indexing strategy for tables frequently queried by integration services, resulting in full table scans.","Extremely slow query performance, high database CPU load, application timeouts.",Architecture - Integration,Performance & Scalability Risks
AIP-024,"Overhead from service discovery mechanisms in a large-scale microservices environment adds significant latency to the first request.","Slow application startup times, increased latency for service-to-service communication, complex dependency management.",Architecture - Integration,Performance & Scalability Risks
AIP-025,"Failure to compress HTTP payloads in API integrations, leading to slow transfer times over latent or low-bandwidth networks.","Poor performance for mobile or remote users, increased bandwidth costs, slower rendering of data in client applications.",Architecture - Integration,Performance & Scalability Risks
AIP-026,"Complex distributed transaction logic (e.g., two-phase commit) across multiple systems creates blocking and reduces throughput.","System-wide deadlocks, reduced concurrency, significant performance penalty compared to eventual consistency models.",Architecture - Integration,Performance & Scalability Risks
INT-PS-001,"Synchronous integration chains where a single slow downstream service increases latency for the entire transaction.","High end-user response times, increased resource holding, higher probability of timeouts.",Architecture - Integration,Performance & Scalability Risks
INT-PS-002,"Lack of a dedicated API Gateway, leading to inconsistent application of cross-cutting concerns like rate limiting, authentication, and logging.","Difficulty in managing and securing APIs, inconsistent performance, potential for system abuse.",Architecture - Integration,Performance & Scalability Risks
INT-PS-003,"Inefficient data serialization/deserialization format (e.g., verbose XML) used for high-throughput integrations.","Increased network bandwidth consumption, higher CPU usage for parsing, and added latency.",Architecture - Integration,Performance & Scalability Risks
INT-PS-004,"Absence of end-to-end distributed tracing, making it difficult to identify performance bottlenecks in a multi-service workflow.","Increased Mean Time to Resolution (MTTR) for performance incidents, inability to optimize complex call chains.",Architecture - Integration,Performance & Scalability Risks
INT-PS-005,"Stateful integration components that prevent horizontal scaling, creating a bottleneck as transaction volume grows.","Inability to meet scalability requirements, service degradation under peak load, single point of failure.",Architecture - Integration,Performance & Scalability Risks
INT-PS-006,"Over-reliance on a centralized Enterprise Service Bus (ESB) creating a monolithic integration bottleneck and a single point of failure.","System-wide outages from a single component failure, difficulty in scaling and deploying individual integrations.",Architecture - Integration,Performance & Scalability Risks
INT-PS-007,"Integration with third-party services that have no defined Service Level Agreements (SLAs) for performance or availability.","Unpredictable application performance, cascading failures due to unreliable external dependencies.",Architecture - Integration,Performance & Scalability Risks
INT-PS-008,"Failure to implement retry logic with exponential backoff for transient failures in remote service calls.","System overload from rapid retries (retry storms), cascading failures, poor resilience.",Architecture - Integration,Performance & Scalability Risks
INT-PS-009,"Inadequate database connection pooling for integration services, leading to pool exhaustion under high load.","Service unavailability, high latency as requests wait for a connection, potential for database server overload.",Architecture - Integration,Performance & Scalability Risks
INT-PS-010,"Using point-to-point integrations for a many-to-many service communication model, leading to a complex and brittle 'spaghetti' architecture.","High maintenance overhead, difficulty in scaling, performance issues due to tangled dependencies.",Architecture - Integration,Performance & Scalability Risks
INT-PS-011,"Large, non-streaming data payloads for batch integrations, causing high memory consumption and potential for out-of-memory errors.","Service crashes, slow processing times, inability to handle large data volumes.",Architecture - Integration,Performance & Scalability Risks
INT-PS-012,"Misconfigured or missing caching layers for frequently requested, non-volatile data from integrated systems.","Unnecessary load on downstream systems, increased response latency, higher operational costs.",Architecture - Integration,Performance & Scalability Risks
INT-PS-013,"Complex data transformation logic embedded within the integration layer, consuming excessive CPU and increasing latency.","Performance bottlenecks, difficulty in scaling the integration layer, tight coupling of services.",Architecture - Integration,Performance & Scalability Risks
INT-PS-014,"Lack of a message queue for decoupling long-running asynchronous processes from synchronous API calls.","Long API response times, poor user experience, risk of client-side timeouts.",Architecture - Integration,Performance & Scalability Risks
INT-PS-015,"Inconsistent data models and formats between integrated services, requiring constant, performance-intensive transformations.","Increased development complexity, higher processing overhead, potential for data integrity issues.",Architecture - Integration,Performance & Scalability Risks
INT-PS-016,"Failure to scale dependent services in tandem, where a scalable front-end service is bottlenecked by a non-scalable backend integration.","Overall system performance is limited by the weakest link, wasted resources on the scalable component.",Architecture - Integration,Performance & Scalability Risks
INT-PS-017,"Absence of circuit breaker patterns for integrations, allowing failures in one service to cascade and cause widespread outages.","Reduced system availability, catastrophic failure propagation across the architecture.",Architecture - Integration,Performance & Scalability Risks
INT-PS-018,"High network latency between geographically distributed services that are part of a synchronous request chain.","Significantly increased end-to-end transaction time, poor performance for users far from the service region.",Architecture - Integration,Performance & Scalability Risks
INT-PS-019,"Using a 'chatty' integration pattern that requires multiple round-trips to fulfill a single business function.","High cumulative latency, increased network overhead, brittle coupling between client and server.",Architecture - Integration,Performance & Scalability Risks
INT-PS-020,"Lack of load testing for critical integration points, leading to unexpected performance degradation or failure in production.","Service outages during peak traffic events, reputational damage, emergency resource scaling.",Architecture - Integration,Performance & Scalability Risks
INT-PS-021,"Improperly configured auto-scaling policies for integration microservices that react too slowly to traffic spikes.","Service degradation or unavailability during sudden load increases, poor user experience.",Architecture - Integration,Performance & Scalability Risks
INT-PS-022,"Failure to implement bulkhead patterns to isolate resources, allowing one faulty integration to consume all resources and impact others.","Cascading failures, where a single misbehaving service brings down multiple unrelated services.",Architecture - Integration,Performance & Scalability Risks
INT-PS-023,"Using blocking I/O models in high-concurrency integration services instead of non-blocking, event-driven models.","Thread exhaustion, poor scalability, high resource consumption under concurrent load.",Architecture - Integration,Performance & Scalability Risks
INT-PS-024,"Neglecting to version integration APIs, leading to breaking changes that disrupt service consumers and are hard to scale or update.","Forced, coordinated deployments across multiple teams; service disruptions for clients on older versions.",Architecture - Integration,Performance & Scalability Risks
INT-PS-025,"Inefficient service discovery mechanism in a microservices environment, adding significant latency to the first call of any interaction.","Increased response times for inter-service communication, potential for discovery service to become a bottleneck.",Architecture - Integration,Performance & Scalability Risks
DX-AI-001,"Inconsistent API design patterns across different microservices (e.g., varying naming conventions, status codes, and error formats).","Increased cognitive load for developers, slower integration times, higher likelihood of implementation errors, and increased maintenance overhead.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-002,"API documentation is missing, outdated, or inaccurate, failing to reflect the current state of the services.","Wasted developer time on trial-and-error discovery, incorrect API usage, project delays, and increased reliance on institutional knowledge.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-003,"Overly complex or inconsistent authentication and authorization mechanisms required to access different internal APIs.","Significant developer friction, delays in starting new projects, and potential for security misconfigurations as developers seek workarounds.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-004,"Lack of well-maintained SDKs or client libraries, forcing each consuming team to write boilerplate HTTP client and data-binding code.","Duplication of effort across teams, inconsistent implementation of API clients, slower feature delivery, and a higher chance of bugs.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-005,"The local development environment setup is complex and time-consuming, requiring manual configuration of multiple services and databases.","Slow developer onboarding, reduced productivity, discourages experimentation, and increases the 'it works on my machine' problem.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-006,"Tight coupling between services where a change in one service requires coordinated changes and deployments in multiple other services.","Reduced development velocity, increased risk of cascading failures, difficulty in scaling development teams, and discourages refactoring.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-007,"Inconsistent data models for the same business entity (e.g., 'Customer') across different service domains and databases.","Increased complexity in data transformation logic, data integrity issues, synchronization bugs, and confusion for developers.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-008,"Absence of a centralized schema registry or contract repository for event-driven and microservice architectures.","Runtime integration failures due to contract mismatches, data corruption, significant time spent debugging interoperability issues.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-009,"CI/CD pipelines are slow and complex, resulting in long feedback loops for developers waiting to see the results of their changes.","Reduced developer productivity and satisfaction, slower time-to-market for new features, and discourages frequent, small commits.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-010,"Poorly communicated or overly restrictive API rate limiting, causing unexpected '429 Too Many Requests' errors during development and testing.","Developer frustration, unreliable testing environments, and difficulty in building resilient client applications.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-011,"Lack of a shared library or framework for common concerns like logging, tracing, and metrics, leading to inconsistent observability.","Difficulty in debugging and monitoring applications in production, increased mean time to resolution (MTTR) for incidents.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-012,"The integration architecture relies on legacy or deprecated technologies that have poor community support and a small talent pool.","Difficulty in hiring and retaining developers, security risks from unmaintained components, and challenges in modernizing the stack.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-013,"Error messages returned by APIs are generic and non-descriptive (e.g., 'An error occurred'), providing no actionable information.","Increased debugging time, developer frustration, and difficulty for client applications to handle errors gracefully.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-014,"The architecture does not support easy end-to-end testing, requiring complex test harnesses and extensive mocking.","Brittle tests, low confidence in releases, slower development cycles, and an increase in production bugs.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-015,"No clear ownership or support model for shared integration components or platforms.","Delays in getting support, components becoming outdated or unmaintained, and developers creating shadow IT solutions.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-016,"The architecture mandates a specific programming language or framework that is ill-suited for certain tasks, stifling polyglot approaches.","Sub-optimal solutions, reduced developer morale, and inability to leverage the best tool for the job.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-017,"Lack of tooling for generating API clients and documentation from a contract definition (e.g., OpenAPI/Swagger, gRPC).","Manual, error-prone work to keep clients and documentation in sync with the API, leading to inconsistencies.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-018,"The process for proposing and implementing changes to shared data contracts or API designs is bureaucratic and slow.","Innovation is stifled, development teams become blocked, and agility is lost.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-019,"Integration points lack versioning, making it impossible to roll out breaking changes without coordinating a 'big bang' release.","High-risk deployments, inability to evolve APIs gracefully, and prolonged dependency on legacy clients.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-020,"The data integration strategy requires developers to write complex, low-level ETL or data synchronization jobs.","High development cost, brittle data pipelines, and specialized knowledge required to maintain the system.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-021,"No self-service capability for developers to provision test environments or access sandboxed versions of dependent services.","Developers are blocked waiting for operations teams, leading to significant delays and reduced productivity.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-022,"The architecture produces 'chatty' integrations, requiring multiple round-trips between services to complete a single business transaction.","Poor performance, increased network overhead, and complex state management for client applications.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-023,"Onboarding guides for new developers are non-existent or assume a high level of pre-existing knowledge about the system architecture.","Extremely long ramp-up time for new hires, high pressure on senior developers for mentoring, and inconsistent initial setup.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-024,"The chosen integration patterns (e.g., synchronous REST calls for everything) do not align with the business requirements, leading to poor resilience.","System fragility, where the failure of one non-critical service can cause a system-wide outage.",Architecture - Integration,Design & Developer Experience Risks
DX-AI-025,"Lack of a clear feedback mechanism for developers to report issues or suggest improvements for shared platforms and APIs.","Developer concerns go unheard, platforms fail to evolve based on user needs, and a culture of frustration develops.",Architecture - Integration,Design & Developer Experience Risks
GO-001,"Lack of a formally adopted and enforced enterprise architecture framework, leading to inconsistent and ad-hoc integration patterns.","Increased development costs, technical debt, system brittleness, and difficulty in maintaining or scaling solutions.",Architecture - Integration,Governance & Operational Risks
GO-002,"Failure to establish a central integration governance board or center for enablement (C4E) to oversee standards and best practices.","Proliferation of redundant integration solutions, inconsistent quality, and lack of strategic alignment with business goals.",Architecture - Integration,Governance & Operational Risks
GO-003,"Over-reliance on point-to-point integrations instead of a standardized middleware or API gateway approach.","Creation of a 'spaghetti architecture' that is costly to change, difficult to monitor, and prone to cascading failures.",Architecture - Integration,Governance & Operational Risks
GO-004,"Inadequate data governance policies for data in transit, leading to inconsistent data quality and semantics between systems.","Poor decision-making based on unreliable data, compliance violations (e.g., GDPR, CCPA), and loss of business trust.",Architecture - Integration,Governance & Operational Risks
GO-005,"Absence of a unified data catalog and lineage tracking across integrated systems.","Inability to perform impact analysis for changes, difficulty in troubleshooting data issues, and failure to meet audit and regulatory requirements.",Architecture - Integration,Governance & Operational Risks
GO-006,"Vendor lock-in due to deep integration with proprietary protocols or platform-specific services (e.g., custom AWS Step Functions logic, vendor-specific API formats).","Reduced negotiating power with vendors, high switching costs, and inability to adapt to new technologies or multi-cloud strategies.",Architecture - Integration,Governance & Operational Risks
GO-007,"Inconsistent security models and identity propagation mechanisms across integrated applications and services.","Security vulnerabilities, unauthorized data access, and complex, error-prone security administration.",Architecture - Integration,Governance & Operational Risks
GO-008,"Lack of a centralized monitoring and observability strategy for integration flows and APIs.","Prolonged service disruptions, inability to proactively identify performance bottlenecks, and violation of Service Level Agreements (SLAs).",Architecture - Integration,Governance & Operational Risks
GO-009,"Failure to define and manage the full lifecycle (design, publish, deprecate, retire) of APIs and integration services.","API sprawl, consumption of outdated or insecure endpoints, and operational overhead from maintaining unused assets.",Architecture - Integration,Governance & Operational Risks
GO-010,"Poorly defined ownership and accountability for cross-functional integration points.","Delayed incident resolution, blame-shifting between teams, and lack of proactive maintenance or improvement.",Architecture - Integration,Governance & Operational Risks
GO-011,"Insufficient operational runbooks and automated recovery procedures for critical integration failures.","Extended Mean Time to Recovery (MTTR), significant business disruption, and reputational damage.",Architecture - Integration,Governance & Operational Risks
GO-012,"Architectural design that does not account for scalability and elasticity at integration choke points (e.g., message queues, API gateways).","System-wide performance degradation or failure during peak loads, leading to lost revenue and poor customer experience.",Architecture - Integration,Governance & Operational Risks
GO-013,"Absence of a formal versioning strategy for APIs and integration contracts.","Breaking changes that disrupt dependent applications, requiring costly coordinated updates and causing service outages.",Architecture - Integration,Governance & Operational Risks
GO-014,"Inadequate management of secrets, keys, and certificates used for securing integration channels.","High risk of security breaches, man-in-the-middle attacks, and data interception if credentials are compromised or expire unexpectedly.",Architecture - Integration,Governance & Operational Risks
GO-015,"Lack of standardized error handling and retry logic across microservices and integration components.","Inconsistent system behavior, cascading failures from transient errors, and difficulty in diagnosing root causes.",Architecture - Integration,Governance & Operational Risks
GO-016,"Failure to implement a 'single source of truth' for master data, resulting in data duplication and inconsistency across systems.","Operational inefficiencies, conflicting business reports, and a poor, fragmented customer experience.",Architecture - Integration,Governance & Operational Risks
GO-017,"Integration architecture that does not support asynchronous communication patterns where appropriate.","Reduced system resilience and tight coupling; a failure in one service can immediately impact the availability of another.",Architecture - Integration,Governance & Operational Risks
GO-018,"Neglecting to establish a chargeback or showback model for shared integration platforms.","Uncontrolled consumption of shared resources, budget overruns, and lack of accountability for platform costs.",Architecture - Integration,Governance & Operational Risks
GO-019,"Absence of a formal process for reviewing and approving new integration technologies and patterns.","Technology sprawl, introduction of unsupported or insecure tools, and dilution of architectural standards.",Architecture - Integration,Governance & Operational Risks
GO-020,"Failure to incorporate disaster recovery (DR) and business continuity planning into the integration architecture.","Inability to recover critical business functions in the event of a major outage, leading to significant financial and reputational loss.",Architecture - Integration,Governance & Operational Risks
GO-021,"Insufficient logging and auditing capabilities within integration flows, making it impossible to trace transactions end-to-end.","Inability to meet compliance requirements, resolve disputes, or investigate security incidents effectively.",Architecture - Integration,Governance & Operational Risks
GO-022,"Creation of 'shadow IT' integrations by business units without central oversight.","Data silos, security vulnerabilities, compliance risks, and redundant spending on unapproved integration tools.",Architecture - Integration,Governance & Operational Risks
GO-023,"Architectural patterns that create circular dependencies between services or systems.","Deployment deadlocks, cascading failures, and extreme difficulty in isolating and resolving system issues.",Architecture - Integration,Governance & Operational Risks
GO-024,"Lack of automated testing (unit, integration, contract) for integration components and APIs.","High rate of production defects, slow and manual release cycles, and low confidence in making changes to the system.",Architecture - Integration,Governance & Operational Risks
GO-025,"Failure to govern the physical or logical network topology, leading to high-latency communication paths between integrated services.","Poor application performance, increased data transfer costs (especially across cloud regions), and suboptimal user experience.",Architecture - Integration,Governance & Operational Risks
ADE-001,"Prompt injection attacks where user input manipulates the behavior of an integrated Large Language Model (LLM), causing it to ignore previous instructions.","Reputational damage, generation of inappropriate content, bypass of security filters.",Architecture - Integration,AI and Data Engineering Specific Risks
ADE-002,"Sensitive PII or confidential corporate data being included in prompts sent to third-party, public AI services, violating data residency and privacy policies.","Data leakage, major compliance violations (GDPR, HIPAA), loss of intellectual property.",Architecture - Integration,AI and Data Engineering Specific Risks
ADE-003,"Lack of data lineage tracking for data used in ML model training, making it impossible to audit for bias or prove regulatory compliance.","Inability to explain model decisions, regulatory fines, reputational damage from biased outcomes.",Architecture - Integration,AI and Data Engineering Specific Risks
ADE-004,"Over-privileged service accounts for data pipelines (e.g., in Databricks or Snowflake) having write/delete access to production data stores.","Accidental or malicious data corruption/deletion, data breach.",Architecture - Integration,AI and Data Engineering Specific Risks
ADE-005,"AI model hallucination, where the model generates factually incorrect or nonsensical information that is then integrated into a business process or user-facing application.","Poor business decisions, loss of customer trust, legal liability.",Architecture - Integration,AI and Data Engineering Specific Risks
ADE-006,"Insecure data sharing configurations in cloud data platforms (e.g., public Snowflake shares, unauthenticated S3 buckets) used for partner data exchange.","Data breach, unauthorized access to sensitive datasets.",Architecture - Integration,AI and Data Engineering Specific Risks
ADE-007,"Model inversion attacks where an attacker can reverse-engineer the training data by repeatedly querying a deployed ML model API.","Exposure of sensitive training data, including PII.",Architecture - Integration,AI and Data Engineering Specific Risks
ADE-008,"Lack of monitoring for model drift, where the model's performance degrades over time as production data patterns change, leading to inaccurate predictions.","Flawed business insights, operational inefficiency, revenue loss.",Architecture - Integration,AI and Data Engineering Specific Risks
ADE-009,"Data poisoning attacks where an attacker intentionally feeds malicious data into a data pipeline to compromise the integrity of a downstream ML model.","Compromised model accuracy, creation of backdoors in the model, targeted misclassifications.",Architecture - Integration,AI and Data Engineering Specific Risks
ADE-010,"Uncontrolled compute costs in data engineering platforms (e.g., Databricks, Snowflake) due to inefficient queries or auto-scaling misconfigurations.","Significant budget overruns, resource contention.",Architecture - Integration,AI and Data Engineering Specific Risks
ADE-011,"Failure to anonymize or pseudonymize data before it is used in a lower, less secure data science environment.","Internal data breach, non-compliance with data minimization principles.",Architecture - Integration,AI and Data Engineering Specific Risks
ADE-012,"Indirect prompt injection, where an LLM is compromised by malicious data retrieved from an external data source it was asked to query.","AI manipulation, data exfiltration through the LLM, execution of unauthorized actions.",Architecture - Integration,AI and Data Engineering Specific Risks
ADE-013,"Lack of a centralized feature store, leading to redundant data processing, inconsistent feature engineering, and slower model development cycles.","Operational inefficiency, inconsistent model performance, increased data storage costs.",Architecture - Integration,AI and Data Engineering Specific Risks
ADE-014,"Denial of Service (DoS) against ML model endpoints by sending a high volume of complex inference requests that are computationally expensive.","Service unavailability for AI-powered features, excessive compute costs.",Architecture - Integration,AI and Data Engineering Specific Risks
