Risk ID,Risk Description,Potential Impact,Tech Stack,Category of Risks
INF-SEC-020,"Inadequate security validation on data quality rules, potentially allowing malicious data to bypass controls.","Corruption of downstream systems, introduction of attack payloads into trusted data stores.",Informatica,Security & Vulnerability Risks
INF-SEC-021,XML External Entity (XXE) injection vulnerabilities in services that process XML-based data or configurations.,"Server-side request forgery (SSRF), information disclosure, denial-of-service.",Informatica,Security & Vulnerability Risks
INF-SEC-022,"Lack of egress filtering from the Informatica server, allowing exfiltration of data to external endpoints.","Data theft, inability to contain a breach.",Informatica,Security & Vulnerability Risks
INF-SEC-023,Failure to disable or secure the Informatica support account after use.,Backdoor access to the system if the account credentials are not properly managed.,Informatica,Security & Vulnerability Risks
INF-SEC-024,"Insecure configuration of High Availability (HA) features, such as unencrypted communication between nodes.",Interception of state information or credentials during failover events.,Informatica,Security & Vulnerability Risks
INF-SEC-025,Audit logs are not protected from tampering or deletion by privileged users.,"Attackers can cover their tracks, making forensic investigation impossible.",Informatica,Security & Vulnerability Risks
INF-PERF-001,"Poorly designed ETL mappings with inefficient transformations (e.g., excessive use of blocking transformations like Sorter, Aggregator).","Extremely long batch windows, missed SLAs, excessive CPU and memory consumption on the server.",Informatica,Performance & Scalability Risks
INF-PERF-002,"Inadequate hardware sizing (CPU, RAM, I/O) for the Integration Service node, leading to resource contention.","Session failures, slow performance across all running jobs, inability to meet processing demands.",Informatica,Performance & Scalability Risks
INF-PERF-003,Repository database becomes a bottleneck due to high number of concurrent jobs or inefficient queries from the client tools.,"Slow metadata access, delays in starting jobs, client tools become unresponsive.",Informatica,Performance & Scalability Risks
INF-PERF-004,Network latency between the Informatica server and source/target databases.,"Significant degradation in read/write throughput, extending job execution times.",Informatica,Performance & Scalability Risks
INF-PERF-005,Improper partitioning strategy or lack of partitioning for large data volume jobs.,"Inability to leverage parallel processing, leading to sequential data handling and poor scalability.",Informatica,Performance & Scalability Risks
INF-PERF-006,"Session cache sizes (e.g., DTM buffer size, buffer block size) are not tuned for the data volume and transformations.","Excessive disk I/O (cache spilling), reduced transformation speed, and overall poor performance.",Informatica,Performance & Scalability Risks
INF-PERF-007,Full table scans on source databases due to un-indexed filter columns or non-optimized SQL overrides.,"Massive performance degradation at the source, impacting both the ETL job and the source application.",Informatica,Performance & Scalability Risks
INF-PERF-008,Row-by-row processing (e.g., using unconnected lookups in a loop) instead of set-based processing.,Exponential increase in execution time as data volume grows; severe lack of scalability.,Informatica,Performance & Scalability Risks
INF-PERF-009,Contention for resources on a single Integration Service node running multiple high-demand workflows simultaneously.,"Unpredictable job performance, resource starvation for lower-priority jobs.",Informatica,Performance & Scalability Risks
INF-PERF-010,Using Informatica transformations for operations that could be pushed down to the source or target database.,"Moving large volumes of data over the network unnecessarily, failing to leverage the power of the underlying database.",Informatica,Performance & Scalability Risks
INF-PERF-011,Growth of the repository database over time leads to slow metadata queries and operational overhead.,"Slowdowns in the Admin Console, deployment activities, and job initialization.",Informatica,Performance & Scalability Risks
INF-PERF-012,"Inefficient data type conversions within mappings, causing processing overhead.","Increased CPU usage, subtle performance degradation that accumulates over many transformations.",Informatica,Performance & Scalability Risks
INF-PERF-013,"Lack of a scalable architecture (e.g., single node vs. a grid), preventing the platform from handling future growth.",Costly and disruptive architectural redesign required when processing needs exceed current capacity.,Informatica,Performance & Scalability Risks
INF-PERF-014,"High latency lookups on large, uncached lookup tables.",The lookup transformation becomes the primary bottleneck for the entire data flow.,Informatica,Performance & Scalability Risks
INF-PERF-015,Verbose tracing levels (e.g., 'Verbose Data') left enabled in production environments.,"Significant performance overhead due to excessive I/O for writing detailed logs, rapid consumption of disk space.",Informatica,Performance & Scalability Risks
INF-PERF-016,Failure to use bulk loading capabilities of the target database.,"Extremely slow data loading, high transaction log usage on the target database.",Informatica,Performance & Scalability Risks
INF-PERF-017,Complex session logic implemented in pre/post-session shell scripts instead of within the mapping.,"Difficulty in performance tuning, lack of visibility into script execution time, potential for OS-level bottlenecks.",Informatica,Performance & Scalability Risks
INF-PERF-018,"Real-time or web services jobs consuming all available resources, impacting batch workloads.","SLA misses for critical batch processes, unpredictable service levels for real-time requests.",Informatica,Performance & Scalability Risks
INF-PERF-019,"File system performance issues on the server hosting cache, source, or target files.","I/O wait becomes the main bottleneck, slowing down any job that reads from or writes to disk.",Informatica,Performance & Scalability Risks
INF-PERF-020,Improper configuration of Java heap size for Java transformations or services like the Analyst Service.,"Frequent garbage collection pauses, 'OutOfMemoryError' exceptions, and service instability.",Informatica,Performance & Scalability Risks
INF-PERF-021,Using Data Quality (IDQ) transformations for simple tasks that could be done with cheaper PowerCenter transformations.,Unnecessary CPU overhead and licensing costs.,Informatica,Performance & Scalability Risks
INF-PERF-022,"Scheduler contention, where too many jobs are scheduled to start at the exact same time (e.g., midnight).","Throttling at the repository and integration service level, causing a cascade of delays.",Informatica,Performance & Scalability Risks
INF-PERF-023,"Dynamic lookup cache that grows too large, consuming all available memory.","Session failure due to memory allocation errors, impact on other processes on the server.",Informatica,Performance & Scalability Risks
INF-PERF-024,Lack of connection pooling or misconfigured connection pooling for database connections.,"High overhead for establishing new connections for each job, potential for connection exhaustion on the database.",Informatica,Performance & Scalability Risks
INF-PERF-025,Scalability limitations of on-premise infrastructure compared to cloud-native solutions (e.g., IICS on a hyperscaler).,"Inability to elastically scale resources to meet peak demand, leading to performance bottlenecks or over-provisioning costs.",Informatica,Performance & Scalability Risks
INF-DDE-001,"Lack of standardized development frameworks, templates, and naming conventions.","Inconsistent, unmaintainable code; high learning curve for new developers; difficulty in debugging.",Informatica,Design & Developer Experience
INF-DDE-002,"Overuse of complex, monolithic mappings and workflows instead of modular, reusable components.","Difficult to test, modify, and reuse logic; changes have a high risk of unintended side effects.",Informatica,Design & Developer Experience
INF-DDE-003,"Absence of a version control system (e.g., Git, SVN) for managing ETL code.","No audit trail for changes, inability to roll back to previous versions, conflicts in team-based development.",Informatica,Design & Developer Experience
INF-DDE-004,Poorly defined or non-existent error handling and reprocessing strategies within jobs.,Silent data loss or corruption; manual, time-consuming effort required to recover from failures.,Informatica,Design & Developer Experience
INF-DDE-005,Business logic embedded directly in transformations rather than using parameter files or reference tables.,Requires code changes and deployments for simple business rule updates; lack of agility.,Informatica,Design & Developer Experience
INF-DDE-006,"Inadequate documentation for mappings, workflows, and business rules.","Increased developer onboarding time, dependency on specific individuals, risk of incorrect modifications.",Informatica,Design & Developer Experience
INF-DDE-007,Lack of a structured peer review process for all ETL code changes.,"Low code quality, propagation of defects and bad practices into production.",Informatica,Design & Developer Experience
INF-DDE-008,Developers having direct deployment access to production environments.,"Circumvention of testing and approval processes, leading to production failures and compliance issues.",Informatica,Design & Developer Experience
INF-DDE-009,"Inconsistent use of mapplets, reusable transformations, and shared sources/targets.","Code duplication, increased maintenance effort, inconsistencies in applying common logic.",Informatica,Design & Developer Experience
INF-DDE-010,"Difficulty in setting up and maintaining local development environments, leading to shared, unstable dev servers.","Developers overwriting each other's work, inability to test changes in isolation.",Informatica,Design & Developer Experience
INF-DDE-011,Using outdated versions of PowerCenter client tools that are incompatible or buggy.,"Lost productivity, unexpected client crashes, inability to use new repository features.",Informatica,Design & Developer Experience
INF-DDE-012,Absence of an automated unit testing framework for Informatica mappings.,"Testing is manual, error-prone, and time-consuming; regressions are not caught early.",Informatica,Design & Developer Experience
INF-DDE-013,Complex dependency management between workflows without using a proper enterprise scheduler.,"'Daisy-chaining' workflows is brittle and hard to manage; failures require complex manual interventions.",Informatica,Design & Developer Experience
INF-DDE-014,"Lack of a clear data lineage visualization, making it difficult to trace data from source to target.","Impact analysis for changes is difficult and inaccurate; troubleshooting data issues is slow.",Informatica,Design & Developer Experience
INF-DDE-015,"Developers lack direct, read-only access to source/target data for analysis and debugging.",Slow development cycles due to dependency on DBAs or data owners for simple data validation.,Informatica,Design & Developer Experience
INF-DDE-016,Mixing of different architectural patterns (e.g., ETL, ELT) without clear guidelines.,"Confusing and inefficient designs; performance issues due to inappropriate pattern selection.",Informatica,Design & Developer Experience
INF-DDE-017,No formal training program for new developers on platform standards and best practices.,"Perpetuation of anti-patterns, low initial productivity, inconsistent code quality.",Informatica,Design & Developer Experience
INF-DDE-018,The PowerCenter client's 'fat client' architecture is cumbersome for remote work and modern DevOps CI/CD pipelines.,"Poor developer experience, challenges with automation, reliance on manual deployment steps.",Informatica,Design & Developer Experience
INF-DDE-019,Using hardcoded file paths and server names instead of parameterizing them.,Code is not portable across environments (Dev, QA, Prod); requires manual changes for each deployment.,Informatica,Design & Developer Experience
INF-DDE-020,"Lack of a centralized, searchable knowledge base for common issues and solutions.","Developers repeatedly solve the same problems, leading to wasted effort and reduced productivity.",Informatica,Design & Developer Experience
INF-DDE-021,"Inadequate data profiling before development, leading to incorrect assumptions about source data.","Rework, data quality issues, and job failures discovered late in the development cycle.",Informatica,Design & Developer Experience
INF-DDE-022,Design does not account for late-arriving data in source systems.,"Incomplete or inaccurate reporting, requires manual data reprocessing.",Informatica,Design & Developer Experience
INF-DDE-023,Abuse of SQL overrides to contain complex business logic that should be in the mapping.,Logic is hidden and not visible in the mapping design; bypasses Informatica's transformation engine.,Informatica,Design & Developer Experience
INF-DDE-024,"Failure to design for idempotency, making it unsafe to re-run failed jobs.",Data duplication or incorrect updates if a job is restarted after a partial failure.,Informatica,Design & Developer Experience
INF-DDE-025,"Developer friction and dissatisfaction due to outdated tools and manual processes, leading to attrition.","Loss of institutional knowledge, difficulty in hiring talent, project delays.",Informatica,Design & Developer Experience
INF-GOV-001,"Lack of a formal Data Governance program to define data ownership, stewardship, and quality rules.","Inconsistent data definitions, poor data quality, lack of accountability for data issues.",Informatica,Governance & Operational Risks
INF-GOV-002,"No automated CI/CD pipeline for deploying Informatica code, relying on manual, error-prone processes.","Deployment errors, lack of repeatability, slow release cycles, compliance violations.",Informatica,Governance & Operational Risks
INF-GOV-003,Absence of a formal change management process for production releases.,Unauthorized or untested changes causing production outages and data corruption.,Informatica,Governance & Operational Risks
INF-GOV-004,Inadequate backup and disaster recovery (DR) strategy for the Informatica domain and repository.,"Inability to recover the service in case of catastrophic failure, leading to extended downtime and data loss.",Informatica,Governance & Operational Risks
INF-GOV-005,"License usage is not monitored, leading to non-compliance with Informatica license agreements or over-provisioning.","Unexpected true-up costs, legal risks, or paying for unused features.",Informatica,Governance & Operational Risks
INF-GOV-006,"Metadata is not actively managed or published, leading to a lack of trust in data lineage and definitions.",Business users cannot find or trust data; 'data swamp' phenomenon.,Informatica,Governance & Operational Risks
INF-GOV-007,Operational monitoring is purely reactive; no proactive alerting for potential issues (e.g., long-running jobs, low disk space).,Issues are only detected after they cause a failure and impact business users.,Informatica,Governance & Operational Risks
INF-GOV-008,"High operational overhead for maintaining on-premise Informatica infrastructure (patching, upgrades, hardware).",High total cost of ownership (TCO); operations team is bogged down with maintenance instead of value-add activities.,Informatica,Governance & Operational Risks
INF-GOV-009,Lack of a clear support model and escalation path for production job failures.,"Delayed incident resolution, prolonged business impact, confusion over responsibilities.",Informatica,Governance & Operational Risks
INF-GOV-010,"Inconsistent environment management, leading to configuration drift between Dev, QA, and Prod.","Code that works in QA fails in Prod, leading to deployment rollbacks and delays.",Informatica,Governance & Operational Risks
INF-GOV-011,"Failure to regularly purge old logs and repository versions, leading to performance degradation and disk space issues.","Service outages due to full file systems, slow repository performance.",Informatica,Governance & Operational Risks
INF-GOV-012,No process for identifying and decommissioning unused or redundant ETL jobs.,"Wasted server resources, increased maintenance overhead, confusion for developers.",Informatica,Governance & Operational Risks
INF-GOV-013,"Data quality metrics are not captured, trended, or reported to business stakeholders.",Lack of visibility into the health of critical data assets; data quality issues go unaddressed.,Informatica,Governance & Operational Risks
INF-GOV-014,Vendor lock-in due to heavy reliance on proprietary Informatica features and transformations.,High cost and complexity to migrate to a different data integration platform in the future.,Informatica,Governance & Operational Risks
INF-GOV-015,"Lack of a centralized and automated scheduling tool, leading to fragmented job scheduling (e.g., cron, Windows Scheduler).","No central view of job dependencies and status, difficult to manage and troubleshoot.",Informatica,Governance & Operational Risks
INF-GOV-016,"Inadequate DR testing, leading to failure of the recovery plan during a real disaster.",Failure to meet Recovery Time Objective (RTO) and Recovery Point Objective (RPO) commitments.,Informatica,Governance & Operational Risks
INF-GOV-017,The roles and responsibilities of the platform operations team vs. the development team are not clearly defined.,"Finger-pointing during incidents, gaps in monitoring and maintenance.",Informatica,Governance & Operational Risks
INF-GOV-018,Informatica platform is not included in the scope of regular internal or external security audits.,Security and compliance gaps go undetected until a breach occurs.,Informatica,Governance & Operational Risks
INF-GOV-019,No formal capacity planning process to forecast future resource needs.,Unexpected performance degradation or capital expenditure when resource limits are hit.,Informatica,Governance & Operational Risks
INF-GOV-020,"Service Level Agreements (SLAs) for data delivery are not formally defined, tracked, or reported.",Misaligned expectations between IT and the business; no objective measure of service performance.,Informatica,Governance & Operational Risks
INF-GOV-021,Lack of a data classification policy to identify and tag sensitive data within Informatica.,"Inability to apply appropriate security controls, leading to compliance risks.",Informatica,Governance & Operational Risks
INF-GOV-022,The cost of running the Informatica platform is not transparent or charged back to the business units consuming the service.,No incentive for business units to decommission unused jobs or optimize inefficient ones.,Informatica,Governance & Operational Risks
INF-GOV-023,Dependency on a small number of 'hero' administrators or developers with deep knowledge of the platform.,"High 'key person' risk; operational and development activities halt if they are unavailable.",Informatica,Governance & Operational Risks
INF-GOV-024,Informatica platform upgrades are frequently delayed due to complexity and perceived risk.,"Falling out of vendor support, inability to get security patches, missing out on new features.",Informatica,Governance & Operational Risks
INF-GOV-025,"No governance over the creation of new connections, leading to a sprawl of unmanaged data sources.",Security risks from connections to untrusted sources; operational burden of managing numerous connections.,Informatica,Governance & Operational Risks
INF-AI-001,Informatica's traditional batch ETL processing introduces high latency, making it unsuitable for real-time AI/ML model inference.,Inability to support use cases requiring immediate predictions; models operate on stale data.,Informatica,AI & Data Engineering Specific Risks
INF-AI-002,Data quality issues (incompleteness, inaccuracies) from source systems are propagated by ETL jobs into ML training datasets.,"Garbage In, Garbage Out; biased or inaccurate AI models, flawed business decisions.",Informatica,AI & Data Engineering Specific Risks
INF-AI-003,"Lack of integration with modern MLOps pipelines for feature engineering, model training, and deployment.","Manual, disjointed workflow between data engineering (Informatica) and data science (Python, etc.), slowing down experimentation.",Informatica,AI & Data Engineering Specific Risks
INF-AI-004,"Informatica may struggle to process and transform unstructured or semi-structured data (e.g., images, text, JSON) required for many AI models.","Data scientists must build separate, parallel data pipelines, creating data silos and duplicated effort.",Informatica,AI & Data Engineering Specific Risks
INF-AI-005,"Feature engineering logic is 'locked' within Informatica mappings, making it difficult for data scientists to understand, replicate, or modify in their own environments.","Lack of transparency, hinders model explainability and iteration.",Informatica,AI & Data Engineering Specific Risks
INF-AI-006,The on-premise nature of traditional Informatica limits the ability to scale compute resources elastically for large-scale data preparation for model training.,"Data preparation becomes a major bottleneck, extending the time-to-market for new AI models.",Informatica,AI & Data Engineering Specific Risks
INF-AI-007,"No native support for data science-centric formats like Parquet or Avro, leading to inefficient data transfers to ML platforms.","Slow data loading into ML frameworks (e.g., Spark, TensorFlow); loss of schema evolution benefits.",Informatica,AI & Data Engineering Specific Risks
INF-AI-008,"Data lineage provided by Informatica may not extend into the ML model, breaking the end-to-end audit trail.","Inability to trace a model's prediction back to its source data, which is critical for regulatory compliance and debugging.",Informatica,AI & Data Engineering Specific Risks
INF-AI-009,"Informatica jobs are not designed to handle the versioning of datasets, which is crucial for reproducibility in machine learning.","Inability to recreate the exact dataset used to train a specific model version, hindering debugging and compliance.",Informatica,AI & Data Engineering Specific Risks
INF-AI-010,The skillset of traditional Informatica developers often does not overlap with data science and AI/ML engineering requirements.,"Cultural and technical gap between data engineering and data science teams, causing friction and project delays.",Informatica,AI & Data Engineering Specific Risks
INF-AI-011,Difficulty in operationalizing model predictions by feeding them back into source systems via Informatica in a timely manner.,"Insights from AI models are not integrated into business processes, limiting their value.",Informatica,AI & Data Engineering Specific Risks
INF-AI-012,Informatica's data masking is not sufficient to create anonymized yet statistically relevant datasets for model training.,Models trained on poorly anonymized data may be biased or less accurate; privacy risks remain.,Informatica,AI & Data Engineering Specific Risks
INF-AI-013,"The platform lacks capabilities for data exploration and visualization, forcing data scientists to extract data to other tools.",Inefficient and fragmented data analysis workflow.,Informatica,AI & Data Engineering Specific Risks
INF-AI-014,Informatica's processing model is not well-suited for the iterative, experimental nature of feature engineering.,"Slows down the cycle of hypothesis, feature creation, and testing, which is core to data science.",Informatica,AI & Data Engineering Specific Risks
INF-AI-015,"Lack of a 'feature store' concept, leading to redundant feature calculation across different projects and teams.","Wasted compute resources, inconsistent feature definitions, and slower model development.",Informatica,AI & Data Engineering Specific Risks
INF-AI-016,The cost model of Informatica (CPU-based) can be prohibitive for the heavy computational demands of data prep for large AI models.,"Data engineering for AI becomes excessively expensive, limiting the scope of projects.",Informatica,AI & Data Engineering Specific Risks
INF-AI-017,Informatica's error handling is batch-oriented and may not be suitable for handling feedback loops from online learning models.,Inability to support advanced AI paradigms like reinforcement learning or online training.,Informatica,AI & Data Engineering Specific Risks
INF-AI-018,Data governance policies defined in Informatica are not automatically enforced in downstream data science environments.,Compliance and security gaps; data scientists may inadvertently misuse sensitive data.,Informatica,AI & Data Engineering Specific Risks
INF-AI-019,The platform is not designed to manage the lifecycle of AI models (e.g., champion/challenger testing, drift detection).,"Requires a separate MLOps platform, and the integration between the two can be complex and brittle.",Informatica,AI & Data Engineering Specific Risks
INF-AI-020,Transformations in Informatica may inadvertently introduce bias into the training data (e.g., by how nulls or outliers are handled).,"AI models exhibit unfair or discriminatory behavior, leading to reputational and legal risks.",Informatica,AI & Data Engineering Specific Risks
INF-AI-021,Informatica's metadata is not easily consumable by automated ML (AutoML) platforms to inform feature selection.,"AutoML tools cannot leverage valuable metadata, leading to suboptimal model performance.",Informatica,AI & Data Engineering Specific Risks
INF-AI-022,"The platform is seen as a legacy 'black box' by data scientists, leading to a lack of trust and adoption for AI projects.","Shadow IT emerges as data scientists build their own data pipelines, undermining enterprise data governance.",Informatica,AI & Data Engineering Specific Risks
INF-AI-023,Difficulty in joining and integrating data from modern, streaming sources (e.g., Kafka) with traditional batch data within Informatica.,"AI models cannot be built on a complete, real-time view of the business.",Informatica,AI & Data Engineering Specific Risks
INF-AI-024,The data integration logic does not account for capturing data for model monitoring (e.g., prediction inputs and outputs).,Inability to detect model drift or performance degradation over time.,Informatica,AI & Data Engineering Specific Risks
INF-AI-025,"Informatica Cloud (IICS) may offer better AI/ML integration, but migrating complex on-premise logic is a significant undertaking.",The organization is stuck with a legacy platform that hinders AI innovation due to the high cost of modernization.,Informatica,AI & Data Engineering Specific Risks
SQL-SEC-001,"SQL Injection vulnerabilities in applications, allowing attackers to execute arbitrary SQL code.","Data breach, data corruption, denial of service, and complete host system takeover.",SQL,Security & Vulnerability Risks
SQL-SEC-002,Over-privileged database accounts used by applications or users (e.g., 'sa', 'dbo' rights).,A compromise of the application leads to a full compromise of the database; violation of least privilege principle.,SQL,Security & Vulnerability Risks
SQL-SEC-003,"Weak or default passwords for database accounts, especially for system accounts.",Unauthorized access through brute-force or dictionary attacks.,SQL,Security & Vulnerability Risks
SQL-SEC-004,"Unpatched database servers, leaving them vulnerable to publicly known exploits.","System compromise, data exfiltration, or ransomware attacks.",SQL,Security & Vulnerability Risks
SQL-SEC-005,Sensitive data (PII, credentials) stored in clear text within tables.,Data breach exposes sensitive information directly; non-compliance with GDPR, PCI-DSS.,SQL,Security & Vulnerability Risks
SQL-SEC-006,Database ports exposed to the public internet or untrusted internal networks.,"Direct attacks on the database server, increased attack surface.",SQL,Security & Vulnerability Risks
SQL-SEC-007,"Inadequate auditing and logging of database activity, especially privileged actions.","Inability to detect or investigate security incidents, attackers can operate undetected.",SQL,Security & Vulnerability Risks
SQL-SEC-008,Unencrypted data in transit between the application and the database server.,Eavesdropping attacks can capture sensitive data and credentials.,SQL,Security & Vulnerability Risks
SQL-SEC-009,"Unnecessary database features, services, or sample databases enabled (e.g., xp_cmdshell, SQL Browser Service).",Increases the attack surface and provides additional vectors for privilege escalation.,SQL,Security & Vulnerability Risks
SQL-SEC-010,Backups are not encrypted or are stored in an insecure location.,A stolen backup file results in a full data breach.,SQL,Security & Vulnerability Risks
SQL-SEC-011,"Insecure object permissions, allowing low-privilege users to access or modify data they shouldn't.","Unauthorized data access or modification, privilege escalation.",SQL,Security & Vulnerability Risks
SQL-SEC-012,Cross-database ownership chaining or 'TRUSTWORTHY' database setting enabled without justification.,Allows for privilege escalation attacks across database boundaries.,SQL,Security & Vulnerability Risks
SQL-SEC-013,Failure to implement column-level encryption or dynamic data masking for sensitive data columns.,"Privileged users (like DBAs) can view sensitive data, violating separation of duties.",SQL,Security & Vulnerability Risks
SQL-SEC-014,Hardcoded connection strings with credentials in application code or configuration files.,Credential leakage if the source code or configuration files are compromised.,SQL,Security & Vulnerability Risks
SQL-SEC-015,Lack of multi-factor authentication for DBA accounts.,Higher risk of administrative account takeover.,SQL,Security & Vulnerability Risks
SQL-SEC-016,"Denial of Service (DoS) vulnerabilities, where a crafted query can crash the database service.",Service unavailability for all applications relying on the database.,SQL,Security & Vulnerability Risks
SQL-SEC-017,Insecure password policies (no complexity, rotation, or history).,Weak passwords are easily guessed or cracked.,SQL,Security & Vulnerability Risks
SQL-SEC-018,Audit logs are not protected from modification or deletion.,"An attacker can erase their tracks, preventing forensic analysis.",SQL,Security & Vulnerability Risks
SQL-SEC-019,Using shared accounts for multiple users or applications.,"Loss of individual accountability, inability to trace actions to a specific user.",SQL,Security & Vulnerability Risks
SQL-SEC-020,Error messages that reveal too much information about the database schema or structure.,Aids an attacker in mapping out the database for further attacks.,SQL,Security & Vulnerability Risks
SQL-SEC-021,Lack of security configuration reviews and regular vulnerability scanning.,Misconfigurations and vulnerabilities persist undetected.,SQL,Security & Vulnerability Risks
SQL-SEC-022,Ad-hoc SQL execution by unauthorized personnel.,"Accidental data deletion/modification, unauthorized data extraction.",SQL,Security & Vulnerability Risks
SQL-SEC-023,"Failure to properly sanitize inputs for dynamic SQL, creating a secondary vector for injection.",SQL injection even when parameterized queries are used elsewhere.,SQL,Security & Vulnerability Risks
SQL-SEC-024,"Database links or linked servers configured with powerful, shared credentials.","Lateral movement between database servers, expanding the scope of a breach.",SQL,Security & Vulnerability Risks
SQL-SEC-025,Sensitive data being written to transaction logs without encryption (TDE).,Sensitive data can be recovered from log files or backups of logs.,SQL,Security & Vulnerability Risks
SQL-PERF-001,"Inefficient queries with missing or poor indexing, leading to full table scans.","Slow application response times, high CPU and I/O on the database server.",SQL,Performance & Scalability Risks
SQL-PERF-002,Runaway queries (e.g., Cartesian products) consuming all server resources.,"Database server becomes unresponsive, affecting all connected applications.",SQL,Performance & Scalability Risks
SQL-PERF-003,Excessive blocking and deadlocking due to poor transaction management and query design.,"Application errors, slow performance, and failed transactions.",SQL,Performance & Scalability Risks
SQL-PERF-004,"Outdated statistics, causing the query optimizer to choose suboptimal execution plans.",Sudden and dramatic performance degradation of previously fast queries.,SQL,Performance & Scalability Risks
SQL-PERF-005,"Inadequate hardware resources (CPU, RAM, I/O) for the workload, especially for on-premise servers.","System-wide performance bottlenecks, inability to scale with user or data growth.",SQL,Performance & Scalability Risks
SQL-PERF-006,"Implicit conversions in queries, forcing index scans instead of seeks.",Hidden performance issues that are difficult to diagnose.,SQL,Performance & Scalability Risks
SQL-PERF-007,"Over-indexing a table, which slows down data modification operations (INSERT, UPDATE, DELETE).","Slow write performance, increased storage usage.",SQL,Performance & Scalability Risks
SQL-PERF-008,"High index fragmentation, leading to excess I/O and slower index scans.",Gradual degradation of query performance over time.,SQL,Performance & Scalability Risks
SQL-PERF-009,Using cursors or other row-by-row processing instead of set-based operations.,Poorly scalable code that performs exponentially worse with larger data volumes.,SQL,Performance & Scalability Risks
SQL-PERF-010,"Lack of connection pooling in applications, leading to high overhead for connection setup/teardown.","Connection limit exhaustion, slow application performance.",SQL,Performance & Scalability Risks
SQL-PERF-011,"Misconfigured max degree of parallelism (MAXDOP) settings, leading to inefficient parallel execution or thread contention.","Suboptimal query performance, CPU resource exhaustion.",SQL,Performance & Scalability Risks
