Risk ID,Risk Description,Potential Impact,Tech Stack,Category of Risks
PSR-17,"Suboptimal Garbage Collector (GC) Configuration: Using the default Workstation GC in a server-side application instead of the Server GC.","Reduced throughput and scalability, as the Server GC is optimized for high-performance, multi-core environments.",.NET,Performance & Scalability Risks
PSR-18,"Chatty I/O with External Services: Making multiple, small network calls to other microservices or external APIs instead of batching them.","Accumulated network latency leads to slow overall response times and increased network overhead.",.NET,Performance & Scalability Risks
PSR-19,"Failure to Use `IAsyncEnumerable<T>` for Streaming: Buffering an entire large dataset in memory before returning it, instead of streaming it asynchronously.","High memory pressure on the server, delayed time-to-first-byte for the client, and potential for OutOfMemoryExceptions.",.NET,Performance & Scalability Risks
PSR-20,"Inefficient Caching Strategy: Lack of a clear cache invalidation strategy, leading to stale data, or caching data that is too volatile.","Serving incorrect data to users, or low cache hit ratio, negating the performance benefits of caching.",.NET,Performance & Scalability Risks
PSR-21,"Unoptimized Middleware Pipeline: Including unnecessary or poorly performing custom middleware in the ASP.NET Core request pipeline.","Adds overhead to every single request, increasing latency and reducing the overall throughput of the application.",.NET,Performance & Scalability Risks
PSR-22,"Blocking I/O in Kestrel Threads: Performing long-running, blocking I/O operations directly within a controller action.","Ties up a request thread, preventing it from serving other requests and severely limiting application scalability.",.NET,Performance & Scalability Risks
PSR-23,"Excessive Boxing and Unboxing: Frequent conversion of value types to reference types (and back), often in non-generic collections.","Creates unnecessary memory allocations and GC pressure, leading to performance degradation in performance-critical code paths.",.NET,Performance & Scalability Risks
PSR-24,"Lack of Connection Resiliency and Transient Fault Handling: Failure to implement retry policies for database or HTTP client connections.","Temporary network glitches or service unavailability can cause cascading failures throughout the application, impacting reliability.",.NET,Performance & Scalability Risks
PSR-25,"Misconfigured Application Pool in IIS: Suboptimal settings for recycling, queue length, or CPU limits for the application pool hosting the .NET app.","Unexpected application restarts, dropped requests, and poor performance under load, limiting scalability.",.NET,Performance & Scalability Risks
PSR-26,"Failure to Pre-compile Razor Views: Relying on runtime compilation of Razor views in a production environment.","Adds CPU overhead and latency to the first request that hits a specific view, leading to a sluggish initial user experience.",.NET,Performance & Scalability Risks
DDE-NET-001,"Over-reliance on Visual Studio's designers and wizards without understanding the underlying code, leading to unmaintainable and poorly performing generated code.","Increased technical debt, difficulty in debugging, and challenges in customizing application behavior.",.NET,Design & Developer Experience Risks
DDE-NET-002,"Inconsistent adoption of .NET versions (.NET Framework vs. .NET 6/7/8) across different microservices, leading to compatibility issues and increased maintenance overhead.","Complex dependency management, runtime errors, and barriers to adopting modern framework features.",.NET,Design & Developer Experience Risks
DDE-NET-003,"Improper use of Entity Framework Core's change tracking, causing unexpected side effects and performance degradation in data-intensive applications.","Inefficient database queries, memory leaks, and data corruption issues.",.NET,Design & Developer Experience Risks
DDE-NET-004,"Lack of a standardized project template for new .NET solutions, resulting in inconsistent project structures, naming conventions, and dependency management.","Increased onboarding time for new developers, code review friction, and difficulty in automating builds.",.NET,Design & Developer Experience Risks
DDE-NET-005,"Ignoring built-in dependency injection (DI) container features in favor of manual object instantiation, leading to tightly coupled and untestable code.","Reduced code modularity, significant challenges in unit testing, and difficulty in managing component lifecycles.",.NET,Design & Developer Experience Risks
DDE-NET-006,"Failure to configure and utilize the built-in logging abstractions (Microsoft.Extensions.Logging), resulting in inconsistent and unsearchable application logs.","Prolonged incident resolution times, inability to monitor application health, and compliance gaps.",.NET,Design & Developer Experience Risks
DDE-NET-007,"Misuse of asynchronous programming (async/await) patterns, such as 'async void' or blocking on async calls, leading to deadlocks and thread pool starvation.","Application hangs, poor scalability, and unresponsive user interfaces.",.NET,Design & Developer Experience Risks
DDE-NET-008,"Neglecting to use the built-in configuration providers, leading to hardcoded secrets and connection strings within the application code.","High security risk, difficult configuration management across environments, and compliance violations.",.NET,Design & Developer Experience Risks
DDE-NET-009,"Poorly designed API controllers with bloated action methods that mix business logic, data access, and presentation concerns.","Violation of SOLID principles, difficult to test and maintain, and high code duplication.",.NET,Design & Developer Experience Risks
DDE-NET-010,"Lack of investment in a private NuGet feed for sharing internal libraries, forcing developers to copy-paste code or use insecure file shares.","Code duplication, versioning chaos, and security vulnerabilities from unmanaged dependencies.",.NET,Design & Developer Experience Risks
DDE-NET-011,"Inadequate documentation for internal .NET libraries and APIs, forcing developers to read source code to understand functionality.","Reduced developer productivity, steep learning curve for new team members, and incorrect usage of components.",.NET,Design & Developer Experience Risks
DDE-NET-012,"Failing to establish clear guidelines on using LINQ, leading to overly complex and inefficient queries being executed in-memory instead of at the database level.","High memory consumption, slow application performance, and excessive data transfer from the database.",.NET,Design & Developer Experience Risks
DDE-NET-013,"Developers working on different operating systems (Windows, macOS, Linux) without a standardized development environment (e.g., Dev Containers), causing 'it works on my machine' issues.","Lost productivity due to environment-specific bugs, inconsistent build outcomes, and deployment failures.",.NET,Design & Developer Experience Risks
DDE-NET-014,"Ignoring the performance profiling and diagnostic tools built into Visual Studio and the .NET SDK, leading to missed optimization opportunities.","Suboptimal application performance, memory leaks, and high resource utilization going unnoticed until production.",.NET,Design & Developer Experience Risks
DDE-NET-015,"Lack of a clear strategy for exception handling, resulting in swallowed exceptions, generic error messages, and unstable application states.","Bugs are hidden, poor user experience, and difficulty in troubleshooting production issues.",.NET,Design & Developer Experience Risks
DDE-NET-016,"Complex and slow build processes due to a monolithic solution file with hundreds of projects, hindering developer productivity and CI/CD pipeline efficiency.","Long wait times for developers to build and test, increased CI costs, and discouragement from frequent refactoring.",.NET,Design & Developer Experience Risks
DDE-NET-017,"Failure to adopt source generators for boilerplate code reduction, leading to manual, error-prone, and repetitive coding tasks.","Reduced developer velocity, increased chance of human error, and bloated, hard-to-maintain codebases.",.NET,Design & Developer Experience Risks
DDE-NET-018,"Inconsistent use of C# language features (e.g., records, top-level statements, nullable reference types) across the team, reducing code readability and consistency.","Increased cognitive load for developers, code review friction, and unexpected NullReferenceExceptions.",.NET,Design & Developer Experience Risks
DDE-NET-019,"Neglecting to set up and enforce code analysis rules (e.g., via .editorconfig and analyzers), allowing low-quality code to enter the codebase.","Accumulation of technical debt, inconsistent code style, and proliferation of bad practices.",.NET,Design & Developer Experience Risks
DDE-NET-020,"Poorly managed user secrets during development, leading to accidental check-ins of sensitive information to source control.","Security breaches, credential leakage, and non-compliance with data protection policies.",.NET,Design & Developer Experience Risks
DDE-NET-021,"Choosing a complex architecture (e.g., full microservices) for a simple problem, creating unnecessary development and operational overhead.","Slowed development pace, high infrastructure costs, and increased system complexity without proportional business value.",.NET,Design & Developer Experience Risks
DDE-NET-022,"Lack of a mocking framework standard (e.g., Moq, NSubstitute) for unit testing, leading to inconsistent and difficult-to-write tests.","Poor test coverage, brittle tests, and developers avoiding writing tests due to high friction.",.NET,Design & Developer Experience Risks
DDE-NET-023,"Failing to leverage Minimal APIs for simple HTTP endpoints, resulting in excessive boilerplate code for straightforward use cases.","Reduced developer productivity, bloated project structure, and increased code verbosity for simple tasks.",.NET,Design & Developer Experience Risks
DDE-NET-024,"Improper lifecycle management of HttpClient instances, leading to socket exhaustion and DNS update issues.","Service unavailability, intermittent connectivity errors, and unreliable communication with downstream services.",.NET,Design & Developer Experience Risks
DDE-NET-025,"Developers lacking formal training on new .NET runtime and C# language features, leading to suboptimal implementation and missed optimization opportunities.","Failure to leverage performance improvements, continued use of outdated patterns, and a growing skills gap within the team.",.NET,Design & Developer Experience Risks
GO-NET-001,"Inconsistent .NET Framework/Core Versioning: Development teams using different, incompatible versions of the .NET runtime across microservices, leading to integration failures and increased maintenance overhead.","Service disruption, increased development costs, deployment rollbacks, security vulnerabilities from unpatched runtimes.",.NET,Governance & Operational Risks
GO-NET-002,"NuGet Package Sprawl: Uncontrolled proliferation of third-party NuGet packages without a centralized vetting process, introducing security vulnerabilities and licensing compliance issues.","Legal and financial penalties, data breaches, intellectual property theft, unstable application builds.",.NET,Governance & Operational Risks
GO-NET-003,"Lack of Centralized Configuration Management: Storing environment-specific settings (e.g., connection strings, API keys) in multiple appsettings.json files or web.config without a central service like Azure App Configuration or HashiCorp Vault.","Configuration drift between environments, security risk from exposed secrets, prolonged downtime during incident response.",.NET,Governance & Operational Risks
GO-NET-004,"Vendor Lock-in with Azure Services: Over-reliance on proprietary Azure services (e.g., Azure Functions specific bindings, Cosmos DB features) tightly coupled with .NET code, making future migration to other cloud providers or on-premise prohibitively expensive.","High switching costs, reduced negotiating power with the vendor, architectural inflexibility.",.NET,Governance & Operational Risks
GO-NET-005,"Orphaned .NET Microservices: Services deployed and running in production without a clear owner, documentation, or inclusion in modern CI/CD pipelines, becoming 'ghost' assets.","Unpatched security vulnerabilities, resource wastage, system-wide failures from undiscovered dependencies.",.NET,Governance & Operational Risks
GO-NET-006,"Manual IIS Deployment Processes: Relying on manual configuration and deployment to Internet Information Services (IIS) servers, leading to human error, inconsistent server states, and security misconfigurations.","Deployment failures, security breaches (e.g., incorrect permissions), significant downtime.",.NET,Governance & Operational Risks
GO-NET-007,"Inadequate Code Sharing Strategy: Duplication of common business logic, models, and utilities across multiple .NET solutions instead of using shared class libraries or private NuGet feeds.","Increased development time, inconsistent business rule implementation, high maintenance effort.",.NET,Governance & Operational Risks
GO-NET-008,"Neglecting .NET End-of-Life (EOL) Support: Failure to establish a formal process for migrating applications off .NET versions that are approaching or have passed their EOL date.","Exposure to unpatched security vulnerabilities, compliance violations, lack of technical support from Microsoft.",.NET,Governance & Operational Risks
GO-NET-009,"Poor Management of `launchSettings.json`: Committing developer-specific or sensitive environment variables within `launchSettings.json` to source control, creating confusion and potential security risks.","Broken local development environments for team members, accidental leakage of non-production secrets.",.NET,Governance & Operational Risks
GO-NET-010,"Ineffective Use of Dependency Injection (DI): Teams creating tightly coupled components by manually instantiating dependencies instead of using the built-in .NET DI container, hindering testability and maintainability.","Brittle codebase, increased difficulty in unit testing, higher cost of change.",.NET,Governance & Operational Risks
GO-NET-011,"Lack of a Global Assembly Cache (GAC) Governance: For legacy .NET Framework applications, improper management of shared assemblies in the GAC can lead to 'DLL Hell' and versioning conflicts.","Application crashes, unpredictable behavior, complex deployment and troubleshooting.",.NET,Governance & Operational Risks
GO-NET-012,"No Standardized Logging and Tracing: Each .NET service implementing its own logging format and mechanism (e.g., Serilog, NLog, log4net) without a unified sink or correlation IDs.","Inability to trace requests across services, significantly increased Mean Time to Resolution (MTTR) for incidents.",.NET,Governance & Operational Risks
GO-NET-013,"Unmonitored Memory and Resource Leaks: Failure to implement application performance monitoring (APM) tools to track memory usage, garbage collection (GC) performance, and thread pool exhaustion in .NET applications.","Gradual performance degradation, application crashes (OutOfMemoryException), poor resource utilization.",.NET,Governance & Operational Risks
GO-NET-014,"Inconsistent Authentication Patterns: Using different authentication schemes (e.g., JWT Bearer, API Keys, Windows Auth) across various .NET APIs without a centralized Identity Provider (IdP).","Security gaps, complex client integrations, increased development overhead.",.NET,Governance & Operational Risks
GO-NET-015,"Failure to Govern Entity Framework (EF) Migrations: Lack of a clear process for reviewing, approving, and applying EF database migrations, leading to developers applying breaking changes directly to shared databases.","Data loss, database corruption, service outages, deployment failures.",.NET,Governance & Operational Risks
GO-NET-016,"Skills Gap in Asynchronous Programming: Developers improperly using `async` and `await`, leading to deadlocks, thread pool starvation, and unresponsive applications.","Application hangs, poor scalability, service outages.",.NET,Governance & Operational Risks
GO-NET-017,"Absence of a Private NuGet Feed: Storing proprietary, shared .NET libraries in source control or file shares instead of a dedicated, secure private NuGet repository (e.g., Azure Artifacts, GitHub Packages).","Versioning chaos, intellectual property risk, inefficient dependency management.",.NET,Governance & Operational Risks
GO-NET-018,"Inadequate Governance over P/Invoke and Unsafe Code: Allowing the use of Platform Invoke (P/Invoke) or `unsafe` code blocks without a strict review and justification process.","Memory corruption, application instability, critical security vulnerabilities, platform-specific dependencies.",.NET,Governance & Operational Risks
GO-NET-019,"No Policy for Handling Breaking Changes in .NET Updates: Lack of a proactive strategy to assess the impact of breaking changes in new .NET SDK or runtime releases on the existing codebase.","Unexpected build failures, runtime errors after upgrades, costly emergency refactoring.",.NET,Governance & Operational Risks
GO-NET-020,"Drift Between API Code and OpenAPI/Swagger Documentation: Auto-generated documentation for ASP.NET Core APIs is not reviewed or is manually altered, becoming out of sync with the actual API behavior.","Integration failures for API consumers, wasted development effort, damaged trust with partners.",.NET,Governance & Operational Risks
GO-NET-021,"Lack of Governance for Source Generators: Uncontrolled adoption of custom or third-party C# Source Generators without assessing their impact on build times and code complexity.","Increased build pipeline duration, difficult-to-debug generated code, potential for malicious code generation.",.NET,Governance & Operational Risks
GO-NET-022,"Inconsistent Project and Solution Structure: No enterprise-wide template or standard for structuring .NET solutions, leading to confusion and a steep learning curve for developers moving between projects.","Reduced developer productivity, increased onboarding time, difficulty in automating builds and analysis.",.NET,Governance & Operational Risks
GO-NET-023,"Failure to Centralize Health Check Endpoints: Each .NET microservice implements health checks differently or not at all, preventing orchestration tools (like Kubernetes) from effectively managing application health.","Delayed detection of service failures, incorrect load balancing, cascading failures.",.NET,Governance & Operational Risks
GO-NET-024,"Overlooking Windows-to-Linux Porting Challenges: Assuming a .NET Framework application can be easily migrated to run on .NET Core on Linux without accounting for Windows-specific dependencies (e.g., Registry, WMI, System.Drawing).","Significant refactoring effort, project delays, loss of functionality.",.NET,Governance & Operational Risks
GO-NET-025,"No Governance on Feature Flag Usage: Ad-hoc implementation of feature flags within .NET applications without a central management system or a process for cleaning up old flags.","Increased code complexity ('flag debt'), inconsistent user experiences, risk of accidentally enabling incomplete features in production.",.NET,Governance & Operational Risks
NET-AI-001,"Insecure deserialization in ML.NET model loading, where a malicious model file could lead to remote code execution upon being loaded by the application.","Compromise of the host server, unauthorized system access, service disruption.",.NET,AI & Data Engineering Specific Risks
NET-AI-002,"Inefficient data processing with Entity Framework Core for large-scale ETL jobs, leading to high memory consumption and slow performance compared to bulk-operation-native libraries.","Data pipeline delays, increased cloud computing costs, application timeouts.",.NET,AI & Data Engineering Specific Risks
NET-AI-003,"Lack of native GPU support in ML.NET for training complex deep learning models, resulting in prohibitively long training times.","Inability to leverage modern hardware, project delays, competitive disadvantage.",.NET,AI & Data Engineering Specific Risks
NET-AI-004,"Synchronous model prediction calls within an asynchronous ASP.NET Core request pipeline, leading to thread pool starvation and service unavailability under load.","Poor application performance, high latency, denial of service.",.NET,AI & Data Engineering Specific Risks
NET-AI-005,"Improper management of credentials for data sources (e.g., Azure Blob Storage, SQL Database) stored in appsettings.json instead of using Azure Key Vault with Managed Identity.","Data breach, unauthorized data access, regulatory fines.",.NET,AI & Data Engineering Specific Risks
NET-AI-006,"Dependency confusion attack via public NuGet feeds, where a malicious package with the same name as an internal library is downloaded and executed.","Supply chain compromise, remote code execution, data exfiltration.",.NET,AI & Data Engineering Specific Risks
NET-AI-007,"Data poisoning of ML.NET training data due to insufficient validation and sanitization of input data from untrusted sources.","Compromised model integrity, inaccurate predictions, reputational damage.",.NET,AI & Data Engineering Specific Risks
NET-AI-008,"Lack of model explainability (XAI) features for ML.NET models, making it difficult to comply with regulations like GDPR's 'right to explanation'.","Regulatory non-compliance, legal penalties, lack of user trust.",.NET,AI & Data Engineering Specific Risks
NET-AI-009,"Performance bottlenecks in .NET for Apache Spark due to excessive data serialization/deserialization (shuffling) between the .NET driver and JVM-based Spark workers.","Slow data processing jobs, increased cluster costs, pipeline failures.",.NET,AI & Data Engineering Specific Risks
NET-AI-010,"Adversarial attacks against an AI model served via an ASP.NET Core API, where crafted inputs cause misclassification (e.g., bypassing a fraud detection system).","System manipulation, financial loss, security breaches.",.NET,AI & Data Engineering Specific Risks
NET-AI-011,"Model inversion attacks where an attacker repeatedly queries a public-facing prediction API to reverse-engineer the underlying model or its training data.","Intellectual property theft, exposure of sensitive training data.",.NET,AI & Data Engineering Specific Risks
NET-AI-012,"Insufficient logging and monitoring of model predictions and data drift, preventing timely detection of performance degradation or biased outputs.","Silent model failure, poor business decisions, operational inefficiency.",.NET,AI & Data Engineering Specific Risks
NET-AI-013,"Memory leaks in long-running .NET data processing services due to improper handling of unmanaged resources or large object heap fragmentation.","Service degradation over time, unexpected crashes, resource exhaustion.",.NET,AI & Data Engineering Specific Risks
NET-AI-014,"Insecure default configurations in .NET-based data tools, such as exposing diagnostic endpoints or using predictable session identifiers.","Information leakage, unauthorized access to system metrics.",.NET,AI & Data Engineering Specific Risks
NET-AI-015,"Runtime version conflicts between the .NET Core version used to build a .NET for Apache Spark application and the runtime expected by the Databricks cluster.","Job failures, deployment complexity, maintenance overhead.",.NET,AI & Data Engineering Specific Risks
NET-AI-016,"Over-privileged service principals or managed identities used by the .NET application to access cloud data resources, violating the principle of least privilege.","Expanded blast radius in case of a compromise, unauthorized data modification or deletion.",.NET,AI & Data Engineering Specific Risks
NET-AI-017,"Failure to implement rate limiting and throttling on AI model-serving APIs, making them vulnerable to denial-of-service attacks or costly resource abuse.","Service unavailability, excessive cloud spending, API abuse.",.NET,AI & Data Engineering Specific Risks
NET-AI-018,"Unstructured and inadequate error handling in data pipelines, leading to silent data loss or corruption when a step fails.","Data integrity issues, incorrect analytics, failed compliance audits.",.NET,AI & Data Engineering Specific Risks
NET-AI-019,"Using outdated or vulnerable versions of the .NET runtime or key libraries (e.g., System.Text.Json, Microsoft.ML) with known security flaws.","Exposure to known exploits, system compromise, data breach.",.NET,AI & Data Engineering Specific Risks
NET-AI-020,"Lack of data lineage tracking for data processed by .NET applications, making it impossible to trace data origins for debugging or auditing.","Audit failures, difficulty in troubleshooting data quality issues.",.NET,AI & Data Engineering Specific Risks
NET-AI-021,"Inefficient use of caching for frequently accessed data or model predictions, leading to redundant computation and increased latency.","High operational costs, poor user experience, unnecessary load on backend systems.",.NET,AI & Data Engineering Specific Risks
NET-AI-022,"Improper handling of personally identifiable information (PII) in memory or logs within the .NET application, leading to data leakage.","Privacy violations, GDPR/CCPA fines, reputational damage.",.NET,AI & Data Engineering Specific Risks
NET-AI-023,"Hardcoded partition keys or inefficient partitioning strategies when interacting with NoSQL databases like Cosmos DB from a .NET application.","Throttling (429 errors), high latency, increased RU/s costs.",.NET,AI & Data Engineering Specific Risks
NET-AI-024,"Large container image sizes for .NET applications due to including the full SDK instead of just the runtime, leading to slow cold starts in serverless environments (e.g., Azure Functions).","Increased deployment times, poor performance for event-driven AI tasks.",.NET,AI & Data Engineering Specific Risks
NET-AI-025,"Failure to implement a robust CI/CD pipeline for MLOps, resulting in manual, error-prone deployment of ML.NET models and data pipelines.","Inconsistent model versions in production, operational risk, slow iteration cycles.",.NET,AI & Data Engineering Specific Risks
